time_sec	flux	flux_err	band	logF	logT	mag	mag_err
321.85	7.80689898855439e-12	6.997646710350205e-13	u	-11.107521439822866	2.507653513464988	16.61	0.06
28059.0	1.978114536156527e-13	3.64382163455108e-14	R	-12.703748565630322	4.448072189065087	19.65	0.2
60340.0	5.774069418234687e-14	9.251018406552594e-15	g	-13.238517999157231	4.78060530583897	21.54	0.17
60340.0	7.487371084387935e-14	1.0346373081894657e-14	r	-13.125670642107933	4.78060530583897	20.92	0.15
60340.0	9.299596834844621e-14	1.3849946037535486e-14	i	-13.031535878994195	4.78060530583897	20.42	0.16
724.84	2.9939975068948817e-12	5.515147222269994e-13	R	-11.523748565630322	2.8602421516940604	16.7	0.2
795.71	2.9939975068948817e-12	5.515147222269994e-13	R	-11.523748565630322	2.900754816044653	16.7	0.2
865.7	2.9939975068948817e-12	5.515147222269994e-13	R	-11.523748565630322	2.9373674175172897	16.7	0.2
934.82	2.490298657006882e-12	4.587299651781711e-13	R	-11.603748565630323	2.970727995329862	16.9	0.2
1004.8	2.271179368423741e-12	4.18366700579851e-13	R	-11.643748565630323	3.002079626393121	17.0	0.2
1073.92	2.0713402021239563e-12	3.8155496575439163e-13	R	-11.683748565630324	3.0309719304765688	17.1	0.2
1143.04	2.271179368423741e-12	4.18366700579851e-13	R	-11.643748565630323	3.0580614285364147	17.0	0.2
1212.16	2.490298657006882e-12	4.587299651781711e-13	R	-11.603748565630323	3.083559948651142	16.9	0.2
1282.14	1.889084716330713e-12	3.479822645780789e-13	R	-11.723748565630324	3.1079354494478753	17.2	0.2
242452.0	1.3376095410565591e-14	8.6322589871346e-16	r	-13.873670642107932	5.384625770985597	22.79	0.07
3728.0	4.982898041253845e-13	9.333532529080812e-14	g	-12.302517999157232	3.571475903681944	19.2	0.2
3728.0	7.366368921507839e-13	1.357069701253919e-13	Rc	-12.132746534658004	3.571475903681944	18.2	0.2
3728.0	1.0492005607431947e-12	1.0056394617121884e-13	Ic	-11.979141485973782	3.571475903681944	17.3	0.1
10824.0	3.4330838375110286e-13	6.857278602195671e-14	J	-12.464315590770628	4.034387783589566	17.5	0.2
10824.0	1.0860238054298308e-13	1.8879392327690456e-14	K	-12.964160654992563	4.034387783589566	17.0	0.1
10824.0	1.5697820003451119e-13	4.916313023977972e-14	K	-12.804160654992565	4.034387783589566	16.6	0.3
5193.0	3.804095703319562e-13	2.8029612988116232e-14	R	-12.419748565630323	3.715418322595056	18.94	0.08
26138.0	1.1701766675950154e-13	7.544407782726447e-15	R	-12.931748565630322	4.417272353627316	20.22	0.07
84704.0	4.4900526586221506e-14	3.3083930619205264e-15	R	-13.347748565630324	4.927903919621254	21.26	0.08
167283.0	1.4330173031388455e-14	2.639715424168028e-15	R	-13.843748565630323	5.22345180837826	22.5	0.2
1193.0	1.2516473979421206e-12	2.3444773717851405e-13	g	-11.902517999157231	3.076640443670342	18.2	0.2
1193.0	1.8503482143429377e-12	1.7049087798781357e-13	Rc	-11.732746534658004	3.076640443670342	17.2	0.1
1193.0	1.999210453761166e-12	1.9162064907262768e-13	Ic	-11.699141485973783	3.076640443670342	16.6	0.1
974.0	1.5469703890640625e-12	8.851787273714936e-14	g	-11.81051799915723	2.9885589568786157	17.97	0.05
974.0	2.0857078002462554e-12	5.788338518547186e-14	Rc	-11.680746534658004	2.9885589568786157	17.07	0.03
974.0	2.3166398040070543e-12	8.873990497202589e-14	Ic	-11.635141485973783	2.9885589568786157	16.44	0.03
12448.0	3.0583134933316807e-13	3.5361509829613005e-14	g	-12.514517999157231	4.0950995796456136	19.73	0.12
12448.0	2.5307745901466436e-13	2.564861925418258e-14	Rc	-12.596746534658005	4.0950995796456136	19.36	0.11
12448.0	3.5388203337644787e-13	3.706195584223328e-14	Ic	-12.451141485973784	4.0950995796456136	18.48	0.11
