Time      Mag		MagErr       		Band           		GCN
46440     >21.              ?                     R              	4068
6123.5    >20.5             ?                     V              	4089
2529.5    >20.9             ?                     B_swift              4089
2343      >20.4             ?                     U_swift              4089
2665      >21.              ?                   UVW1_swift             4089
2400.5    >21.3             ?                   UVM2_swift             4089
3306      >21.6             ?                   UVW2_swift             4089
552       >18.5              ?                   WHITE_swift            4089
194328    22.20            0.15                   R              	4094
        
