Tstart(s)          Tend(s)    ErrorTime(s)  Filter       Magnitude    ErrorMagnitude      Telescope           Reference
     91.0      92.0      -9.0 R 18.54  0.68 TAROT GENDREetal(2011) 
     92.0      98.0      -9.0 R 19.50  1.23 TAROT GENDREetal(2011) 
     98.0     104.0      -9.0 R 18.12  0.50 TAROT GENDREetal(2011) 
    104.0     110.0      -9.0 R 17.99  0.46 TAROT GENDREetal(2011) 
    110.0     116.0      -9.0 R 18.07  0.49 TAROT GENDREetal(2011) 
    116.0     122.0      -9.0 R 18.60  0.71 TAROT GENDREetal(2011) 
    122.0     128.0      -9.0 R 19.37  1.14 TAROT GENDREetal(2011) 
    128.0     134.0      -9.0 R 18.82  0.82 TAROT GENDREetal(2011) 
    134.0     140.0      -9.0 R 17.63  0.35 TAROT GENDREetal(2011) 
    140.0     146.0      -9.0 R 18.58  0.69 TAROT GENDREetal(2011) 
    146.0     151.0      -9.0 R 18.54  0.68 TAROT GENDREetal(2011) 
    166.0     196.0      -9.0 R 17.84  0.08 TAROT GENDREetal(2011) 
    211.0     241.0      -9.0 R 16.90  0.08 TAROT GENDREetal(2011) 
    256.0     286.0      -9.0 R 17.61  0.08 TAROT GENDREetal(2011) 
    301.0     331.0      -9.0 R 18.09  0.08 TAROT GENDREetal(2011) 
    346.0     376.0      -9.0 R 18.37  0.08 TAROT GENDREetal(2011) 
    680.0     770.0      -9.0 R 14.87  0.08 TAROT GENDREetal(2011) 
    785.0     875.0      -9.0 R 14.35  0.08 TAROT GENDREetal(2011) 
    890.0     980.0      -9.0 R 14.12  0.08 TAROT GENDREetal(2011) 
    995.0    1085.0      -9.0 R 14.02  0.08 TAROT GENDREetal(2011) 
   1100.0    1190.0      -9.0 R 14.20  0.08 TAROT GENDREetal(2011) 
   1205.0    1295.0      -9.0 R 14.28  0.08 TAROT GENDREetal(2011) 
   1340.0    1430.0      -9.0 R 14.52  0.08 TAROT GENDREetal(2011) 
   1445.0    1535.0      -9.0 R 14.53  0.08 TAROT GENDREetal(2011) 
   1550.0    1640.0      -9.0 R 14.71  0.08 TAROT GENDREetal(2011) 
   1655.0    1745.0      -9.0 R 14.79  0.08 TAROT GENDREetal(2011) 
   1761.0    1851.0      -9.0 R 14.97  0.08 TAROT GENDREetal(2011) 
   1865.0    1955.0      -9.0 R 15.07  0.08 TAROT GENDREetal(2011) 
   2212.0    2392.0      -9.0 R 15.45  0.08 TAROT GENDREetal(2011) 
   2407.0    2587.0      -9.0 R 15.66  0.08 TAROT GENDREetal(2011) 
   2602.0    2782.0      -9.0 R 15.86  0.08 TAROT GENDREetal(2011) 
   2796.0    2976.0      -9.0 R 15.83  0.08 TAROT GENDREetal(2011) 
   2992.0    3172.0      -9.0 R 15.98  0.08 TAROT GENDREetal(2011) 
   3186.0    3366.0      -9.0 R 16.13  0.08 TAROT GENDREetal(2011) 
   3409.0    3589.0      -9.0 R 16.22  0.08 TAROT GENDREetal(2011) 
   3604.0    3784.0      -9.0 R 16.14  0.08 TAROT GENDREetal(2011) 
   3798.0    3978.0      -9.0 R 16.26  0.08 TAROT GENDREetal(2011) 
   3994.0    4174.0      -9.0 R 16.39  0.08 TAROT GENDREetal(2011) 
   4188.0    4368.0      -9.0 R 16.45  0.08 TAROT GENDREetal(2011) 
   4383.0    4563.0      -9.0 R 16.66  0.08 TAROT GENDREetal(2011) 
   4589.0    4769.0      -9.0 R 16.56  0.08 TAROT GENDREetal(2011) 
   4783.0    4963.0      -9.0 R 16.56  0.08 TAROT GENDREetal(2011) 
   4979.0    5159.0      -9.0 R 16.79  0.08 TAROT GENDREetal(2011) 
   5173.0    5353.0      -9.0 R 16.68  0.08 TAROT GENDREetal(2011) 
   5368.0    5548.0      -9.0 R 16.76  0.08 TAROT GENDREetal(2011) 
   5045.0    6141.0      -9.0 R 16.95  0.03 OHP GENDREetal(2011) 
   5563.0    5743.0      -9.0 R 16.94  0.08 TAROT GENDREetal(2011) 
   5785.0    5965.0      -9.0 R 16.90  0.08 TAROT GENDREetal(2011) 
   5980.0    6160.0      -9.0 R 17.06  0.08 TAROT GENDREetal(2011) 
   6174.0    6354.0      -9.0 R 17.09  0.08 TAROT GENDREetal(2011) 
   6369.0    6549.0      -9.0 R 17.10  0.08 TAROT GENDREetal(2011) 
   6564.0    6744.0      -9.0 R 17.04  0.08 TAROT GENDREetal(2011) 
   6759.0    6939.0      -9.0 R 17.21  0.08 TAROT GENDREetal(2011) 
   6563.0    7173.0      -9.0 R 17.20  0.03 OHP GENDREetal(2011) 
   6970.0    7150.0      -9.0 R 17.35  0.08 TAROT GENDREetal(2011) 
   7166.0    7346.0      -9.0 R 17.28  0.08 TAROT GENDREetal(2011) 
   7360.0    7540.0      -9.0 R 17.37  0.08 TAROT GENDREetal(2011) 
   7555.0    7735.0      -9.0 R 17.53  0.08 TAROT GENDREetal(2011) 
   7428.0    8145.0      -9.0 R 17.41  0.03 OHP GENDREetal(2011) 
   7750.0    7930.0      -9.0 R 17.51  0.08 TAROT GENDREetal(2011) 
   7945.0    8125.0      -9.0 R 17.59  0.08 TAROT GENDREetal(2011) 
   8150.0    8330.0      -9.0 R 17.69  0.08 TAROT GENDREetal(2011) 
   8345.0    8525.0      -9.0 R 17.72  0.08 TAROT GENDREetal(2011) 
   8539.0    8719.0      -9.0 R 17.87  0.08 TAROT GENDREetal(2011) 
   8734.0    8914.0      -9.0 R 17.82  0.08 TAROT GENDREetal(2011) 
   8929.0    9109.0      -9.0 R 17.77  0.08 TAROT GENDREetal(2011) 
   9123.0    9303.0      -9.0 R 17.92  0.08 TAROT GENDREetal(2011) 
   9346.0    9526.0      -9.0 R 17.58  0.08 TAROT GENDREetal(2011) 
   9541.0    9721.0      -9.0 R 17.98  0.08 TAROT GENDREetal(2011) 
   9736.0    9916.0      -9.0 R 18.21  0.08 TAROT GENDREetal(2011) 
   9931.0   10111.0      -9.0 R 18.04  0.08 TAROT GENDREetal(2011) 
  10126.0   10306.0      -9.0 R 17.78  0.15 TAROT GENDREetal(2011) 
  10107.0   10675.0      -9.0 R 17.85  0.06 Banon GENDREetal(2011) 
  10320.0   10500.0      -9.0 R 17.87  0.15 TAROT GENDREetal(2011) 
  10525.0   10705.0      -9.0 R 17.88  0.15 TAROT GENDREetal(2011) 
  10720.0   10900.0      -9.0 R 17.96  0.15 TAROT GENDREetal(2011) 
  10915.0   11095.0      -9.0 R 17.96  0.15 TAROT GENDREetal(2011) 
  11110.0   11290.0      -9.0 R 17.88  0.15 TAROT GENDREetal(2011) 
  11305.0   11485.0      -9.0 R 17.95  0.15 TAROT GENDREetal(2011) 
  11713.0   11893.0      -9.0 R 17.98  0.15 TAROT GENDREetal(2011) 
  12298.0   12478.0      -9.0 R 18.16  0.15 TAROT GENDREetal(2011) 
  12493.0   12673.0      -9.0 R 18.13  0.15 TAROT GENDREetal(2011) 
  13105.0   13285.0      -9.0 R 18.25  0.15 TAROT GENDREetal(2011) 
  64602.0   65506.0      -9.0 R 20.83  0.07 T1M GENDREetal(2011) 
 146563.0  155125.0      -9.0 R 23.15  0.31 T1M GENDREetal(2011) 
 335443.0  345074.0      -9.0 R 24.91  0.69 T1M GENDREetal(2011) 
 429094.0  441848.0      -9.0 R 25.45  0.38 T1M GENDREetal(2011) 
