Time	Mag	MagErr	Band	GCN
146	>19.6	?	White	10841
1735	>24	?	i'	10842
6984	>18.8	?	J	10843
6984	>17.9	?	H	10843
6984	>16.6	?	Ks	10843
1497	>24.2	?	g'	10844
1497	>23.9	?	r'	10844
1497	>22.9	?	i'	10844
1497	>22.5	?	z'	10844
1497	>21.4	?	J	10844
1497	>20.7	?	H	10844
1497	>20.3	?	K	10844
147.	>21.5	?	white(fc)_swift	10856
939.	>21.5	?	white(fc)_swift	10856
409.	>20.7	?	u(fc)_swift	10856
3825.	>20.6	?	v_swift		10856
3480.5	>21.1	?	b_swift		10856
3250.	>21.1	?	u_swift		10856
4049.5	>21.1	?	uvw1_swift	10856
3710.5	>21.1	?	uvw2_swift	10856
3349.5	>22.2	?	white_swift	10856
19800	>22.1	?	J		10861
19800	>20.9	?	K		10861
772167	>22.2	?	K'		10928
