Time	Mag	MagErr	Band		GCN
918	18.64	0.1	R		22591
31968	21.3	0.3	SDSS-R		22603
165.	19.47	0.09	white(fc)	22605
430.	19.34	0.1	white	22605
48928.	>21.66	?	white	22605
2905.5	>18.9	?	v	22605
654.	>19.4	?	b	22605
427.	18.95	0.12	u(fc)	22605
514.5	18.95	0.14	u	22605
691.5	>17.8	?	w1	22605
666.	>17.4	?	m2	22605
2850.5	19.45	0.28	w2	22605
