time_sec	flux	flux_err	band	logF	logT	mag	mag_err	source
39084.0	1.7968387604952025e-14	8.283811569247722e-16	r	-13.829784120631288	4.591999004612498	22.67	0.05	manual
39084.0	3.1497636102215814e-14	1.2694243549992926e-15	i	-13.564360945222129	4.591999004612498	21.83	0.04	manual
39084.0	2.8214895845190982e-14	1.9949663662736593e-15	Z	-13.596113385344117	4.591999004612498	21.26	0.07	manual
39084.0	2.4813016582065777e-14	1.926060941482736e-15	Y	-13.64434985884376	4.591999004612498	21.14	0.07	manual
39084.0	2.363959374478501e-14	2.059546406707313e-15	J	-13.652514870308256	4.591999004612498	20.75	0.07	manual
39084.0	1.4037451949454765e-14	1.5788432467417298e-15	H	-13.869275244412092	4.591999004612498	20.56	0.08	manual
598.0	7.47328586652462e-12	9.699442064787843e-13	v	-11.23704423024722	2.776701183988411	16.31	0.14	manual
14020.0	4.3277826731471896e-13	7.972070295125314e-14	R	-12.443748565630322	4.14674801363064	19.0	0.2	manual
29464.0	7.455261579643161e-14	7.025738992075335e-15	I	-13.183056286107323	4.469291705846857	20.4	0.1	manual
43891.0	3.9125768951102246e-14	3.6871602368088436e-15	I	-13.463056286107326	4.64237547579905	21.1	0.1	manual
