RC 13.0   0.2   0.10
RC 13.3   0.2    0.10
RC 13.3   0.2    0.10
RC 13.4   0.2    0.10
RC 13.8   0.2    0.10
RC 13.8   0.2    0.10
RC 14.0   0.2    0.10
RC 14.18  0.10   0.10
RC 14.1   0.2    0.10
RC 14.3   0.2    0.10
RC 14.4   0.3    0.10
RC 14.7   0.1    0.10
RC 14.98  0.20   0.10
RC 15.2   0.2    0.10
RC 15.18  0.20   0.10
RC 15.7   0.2    0.10
RC 15.58  0.20   0.10
RC 15.78  0.20   0.10
RC 16.0   0.2    0.10
RC 15.98  0.30   0.10
RC 16.48  0.30   0.10
RC 16.8   0.2    0.10
RC 17.48  0.40   0.10
RC 17.9   0.3    0.10
RC 19.1   0.5    0.10
RC 19.38  0.60   0.10
RC 19.63  0.13   0.10
RC 19.90  0.06   0.10
RC 19.9   0.4    0.10
RC 20.29  0.07   0.10
CR 20.42  0.04   0.10
CR 20.45  0.03   0.10
CR 20.43  0.03   0.10
CR 20.48  0.06   0.10
CR 20.44  0.04   0.10
CR 20.51  0.02   0.10
CR 20.52  0.02   0.10
RC 20.44  0.07   0.10
CR 20.50  0.03   0.10
CR 20.56  0.02   0.10
CR 20.63  0.01   0.10
CR 20.65  0.01   0.10
CR 20.71  0.02   0.10
RC 20.66  0.08   0.10
RC 20.89  0.09   0.10
RC 20.97  0.09   0.10
RC 21.11  0.06   0.10
RC 21.30  0.06   0.10
RC 21.46  0.07   0.10
RC 21.74  0.08   0.10
RC 21.60  0.05   0.10
RC 21.90  0.06   0.10
RC 21.81  0.11   0.10
RC 22.48  0.30   0.10
RC 22.98  0.20   0.10
CR 23.16  0.07   0.10
RC 23.38  0.30   0.10
CR 23.23  0.10   0.10
CR 23.55  0.12   0.10
RC 23.58  0.20   0.10
CR 23.67  0.11   0.10
CR 23.67  0.11   0.10
CR 23.57  0.09   0.10
RC 23.92  0.09   0.10
gg 20.73  0.05  0.15
gg 20.75  0.04   0.15
gg 20.81  0.06   0.15
gg 20.80  0.06   0.15
gg 20.82  0.05   0.15
gg 20.86  0.03   0.15
gg 20.90  0.03   0.15
gg 20.90  0.02   0.15
gg 20.91  0.02   0.15
gg 20.95  0.02   0.15
gg 21.01  0.02   0.15
gg 21.04  0.02   0.15
gg 23.42  0.08   0.15
gg 23.57  0.10   0.15
gg 24.18  0.20   0.15
gg 24.19  0.15   0.15
gg 24.11  0.13   0.15
gg 24.18  0.13   0.15
ii 19.78  0.06   0.08
ii 19.81  0.05   0.08
ii 19.74  0.04   0.08
ii 19.90  0.06   0.08
ii 19.92  0.05   0.08
ii 19.84  0.04   0.08
ii 19.92  0.04   0.08
ii 19.92  0.05   0.08
ii 20.01  0.03   0.08
ii 19.99  0.02   0.08
ii 20.06  0.02   0.08
ii 20.07  0.02   0.08
ii 22.63  0.12   0.08
ii 22.54  0.12   0.08
ii 23.44  0.15   0.08
zz 19.37  0.08   0.06
zz 19.44  0.07   0.06
zz 19.36  0.05   0.06
zz 19.44  0.08   0.06
zz 19.55  0.10   0.06
zz 19.58  0.06   0.06
zz 19.54  0.05   0.06
zz 19.53  0.04   0.06
zz 19.55  0.04   0.06
zz 19.59  0.04   0.06
zz 19.67  0.02   0.06
zz 19.66  0.05   0.06
zz 22.28  0.21   0.06
zz 22.51  0.28   0.06
zz 23.26  0.25   0.06
J  18.69  0.07   0.04
J  18.94  0.05   0.04
J  19.03  0.04   0.04
H  11.78  0.05   0.02
H  11.93  0.03   0.02
H  12.38  0.07   0.02
H  12.68  0.04   0.02
H  12.67  0.04   0.02
H  12.93  0.03   0.02
H  13.05  0.03   0.02
H  13.22  0.07   0.02
H  13.35  0.05   0.02
H  14.07  0.07   0.02
H  14.32  0.08   0.02
H  14.90  0.06   0.02
H  17.19  100.   0.02
H  17.79  100.   0.02
H  18.25  0.07   0.02
KS 16.48  100.   0.01
KS 17.18  100.   0.01
KS 17.59  0.07   0.01
