Time	Flux	Flux_err	Band
16.8	4.072527945909878e-11	6.8514674369885716e-12	V
30.8	3.146763276064242e-11	5.771718579915709e-12	V
53.3	1.3863218655739171e-11	2.2256013098768973e-12	V
104.1	3.1758799181679623e-12	9.988516256363806e-13	V
174.9	1.6667254739119793e-12	4.023849056724633e-13	V
467.2	3.45035732062854e-12	6.067863422844195e-13	V
1168.7	1.4786455245978335e-12	4.556727556703724e-13	V
19.1376			1.740387792504216e-11	2.9279627902985378e-12	R(Kann)
33.203520000000005	1.3447638578055751e-11	2.4665339788136983e-12	R(Kann)
60.333119999999994	5.924422578240813e-12	9.511068805755616e-13	R(Kann)
77.38848		3.950445078853002e-12	6.64607982532241e-13	R(Kann)
115.93151999999999	1.3572068045818942e-12	4.2685751917956684e-13	R(Kann)
228.14784		8.16292917484146e-13	2.1394692064816905e-13	R(Kann)
256.06368000000003	7.122722561463343e-13	1.7195849531828249e-13	R(Kann)
706.11264		1.4745042490452109e-12	2.5930909665842965e-13	R(Kann)
1279.8950399999999	6.73978477775515e-13	9.768191622898344e-14	R(Kann)
1437.73056		6.31896614248061e-13	1.9473096609243552e-13	R(Kann)
1912.2825599999999	3.8075536232309996e-13	6.983724564980302e-14	R(Kann)
2427.45984		4.620043113976017e-13	1.0171943817818767e-13	R(Kann)
3061.67904		1.616761759198551e-13	5.6807441133834695e-14	R(Kann)
33913.9872		1.4211699906866413e-14	1.947307759938848e-15	R(Kann)
225250.1568		1.1393208058783475e-15	1.651255094748197e-16	R(Kann)
