z=   3.2100000e+00 0.
TotalEnergy(erg)    6.9734055313225574e+04    6.0912804153729030e+03
TotalEnergy_common(erg)                      -NaN                      -NaN
Energy1(erg)    3.2743832117109152e+05    2.6614328089339651e+04
Energy2(erg)    3.6937121873750410e+04    3.7407437114862769e+03
T_min_T_max    1.9278859682795692e+03    6.4263324833384482e+04
Interval1    1.9278859682795692e+03    8.9654171190091110e+03
Interval2    8.9654171190091110e+03    6.4263324833384482e+04
