Tstart(s)          Tend(s)      Tmid(s)  ErrorTime(s)  Exposure(s)    Filter       Magnitude    ErrorMagnitude      ErrMag+   ErrMag-    Sigma     Telescope           ReferenceUpperL  Calib   Galactic Extiction   Host     Corrected? Notes  
        12846.0            -9.0            -9.0    -9.000   480.000 K   16.491   0.0860  -9.0000  -9.0000  -9.0000 MAGNUM perley10 0 NNN  0.000  0.000 0 nnn
        82061.0            -9.0            -9.0    -9.000  4960.000 K   18.780   0.2000  -9.0000  -9.0000  -9.0000 NTT perley10 0 NNN  0.000  0.000 0 nnn
        80533.0            -9.0            -9.0    -9.000  2160.000 K   18.130 100.0000  -9.0000  -9.0000  -9.0000 GROND perley10 1 NNN  0.000  0.000 0 nnn
