z=   3.0360000e+00 0.
TotalEnergy(erg)    1.6321320154786883e+06    8.1884447527019046e+06
TotalEnergy_common(erg)                      -NaN                      -NaN
Energy1(erg)   -6.4888117673117436e+07   -6.8763824965522993e+08
Energy2(erg)    3.2789111074761051e+05    1.6601702643142262e+05
Energy3(erg)    6.1041850441304763e+04   -1.2696596900996231e+05
T_min_T_max    2.2051536101481723e+01    1.7781218969919503e+03
Interval1    2.2051536101481723e+01    0.0000000000000000e+00
Interval2    0.0000000000000000e+00    4.9717812053899888e+03
Interval3    4.9717812053899888e+03    1.7781218969919503e+03
