z=   3.0820000e+00 0.
TotalEnergy(erg)    1.0458485396256280e+50    7.0539907089476677e+48
TotalEnergy_common(erg)    0.0000000000000000e+00    0.0000000000000000e+00
Energy1(erg)    4.5789387316300954e+49    1.7214151679468034e+48
Energy2(erg)   -4.6337927156017713e+49    1.7310608038738999e+48
Energy3(erg)    9.8932224463775208e+49    5.9595452598534578e+48
Energy4(erg)    6.2011703626797481e+48    1.9698830772539561e+48
T_min_T_max    1.6927976410928963e+01    2.8996815164683167e+03
Interval1    1.6927976410928963e+01    1.7441826693271477e+02
Interval2    1.7441826693271477e+02    0.0000000000000000e+00
Interval3    0.0000000000000000e+00    2.0000000000000000e+03
Interval4    2.0000000000000000e+03    2.8996815164683167e+03
