Time (s)     Err_Time (s)     Flux (erg/cm^2/s/A)    Err_Flux (Jy)
          11273.5000             365.0000    2.4322038389990426e-04    1.5680998099269103e-05
          12037.2000             365.0000    2.1978597157787583e-04    1.4170125658452432e-05
          12797.6000             365.0000    2.4099052598403078e-04    1.3317629007793752e-05
          13554.4000             365.0000    2.1183609827585685e-04    1.1706495746157849e-05
          14316.5000             365.0000    2.1577442544200000e-04    1.1924135754601526e-05
          15085.4000             365.0000    1.9860947724805340e-04    1.0975565635292652e-05
          15862.2000             365.0000    1.8450152825680077e-04    1.0195931539889122e-05
          16632.9000             365.0000    1.9142557843336726e-04    1.0578568704177364e-05
          17397.5000             365.0000    1.6519616731912321e-04    9.1290778377374459e-06
          18164.7000             367.5000    1.7298162294715358e-04    9.5593180278336307e-06
          18638.2000              30.0000    1.2189895011380671e-04    1.1227308538557865e-05
          18929.4000             363.5000    1.6826739341699529e-04    9.2988000689475856e-06
          19689.7000             365.0000    1.7298162294715358e-04    9.5593180278336307e-06
          20454.3000             365.0000    1.5776111492066142e-04    8.7182016462693116e-06
          23588.9000              30.0000    9.1622041272506257e-05    7.5948318898946782e-06
          30144.1000             365.0000    1.0814338626163154e-04    6.9722619758509309e-06
          38796.2000             365.0000    8.6696180180845001e-05    6.3880108112235854e-06
