ii    16.75  0.01 0.07
ii    16.75  0.01 0.07
ii    16.77  0.01 0.07
ii    16.80  0.01 0.07
ii    16.79  0.01 0.07
ii    16.79  0.01 0.07
ii    16.81  0.01 0.07
ii    16.82  0.01 0.07
ii    16.82  0.01 0.07
ii    16.83  0.01 0.07
ii    16.84  0.01 0.07
ii    16.84  0.01 0.07
ii    16.85  0.01 0.07
ii    16.87  0.01 0.07
ii    16.86  0.01 0.07
ii    16.88  0.01 0.07
ii    16.88  0.01 0.07
ii    16.91  0.01 0.07
ii    16.89  0.01 0.07
ii    16.92  0.01 0.07
ii    16.91  0.01 0.07
ii    16.92  0.01 0.07
ii    16.93  0.01 0.07
ii    16.93  0.01 0.07
ii    16.93  0.01 0.07
ii    16.96  0.01 0.07
ii    16.96  0.01 0.07
ii    16.95  0.01 0.07
ii    16.96  0.01 0.07
ii    16.97  0.01 0.07
ii    16.97  0.01 0.07
ii    16.99  0.01 0.07
ii    17.00  0.01 0.07
ii    17.01  0.01 0.07
ii    17.01  0.01 0.07
ii    17.02  0.01 0.07
ii    17.02  0.01 0.07
ii    17.03  0.01 0.07
ii    17.03  0.01 0.07
ii    17.03  0.01 0.07
ii    17.05  0.01 0.07
ii    17.06  0.01 0.07
ii    17.08  0.01 0.07
ii    17.06  0.01 0.07
ii    17.07  0.01 0.07
ii    17.06  0.01 0.07
ii    17.10  0.01 0.07
ii    17.08  0.01 0.07
ii    17.10  0.01 0.07
ii    17.11  0.01 0.07
ii    17.12  0.01 0.07
ii    17.11  0.01 0.07
ii    17.11  0.01 0.07
ii    17.13  0.01 0.07
ii    17.14  0.01 0.07
ii    17.13  0.01 0.07
ii    17.13  0.01 0.07
ii    17.14  0.01 0.07
ii    17.15  0.01 0.07
ii    17.15  0.01 0.07
ii    17.16  0.01 0.07
ii    17.16  0.01 0.07
ii    17.16  0.01 0.07
ii    17.17  0.01 0.07
ii    17.17  0.01 0.07
ii    17.20  0.01 0.07
ii    17.19  0.01 0.07
ii    17.19  0.01 0.07
ii    17.21  0.01 0.07
ii    17.21  0.01 0.07
ii    17.22  0.01 0.07
ii    17.22  0.01 0.07
ii    17.22  0.01 0.07
ii    17.24  0.01 0.07
ii    17.26  0.01 0.07
ii    17.25  0.01 0.07
ii    17.26  0.01 0.07
ii    17.25  0.01 0.07
ii    17.25  0.01 0.07
ii    17.26  0.01 0.07
ii    17.27  0.01 0.07
ii    17.27  0.01 0.07
ii    17.28  0.01 0.07
ii    17.28  0.01 0.07
ii    17.31  0.01 0.07
ii    17.29  0.01 0.07
ii    17.30  0.01 0.07
ii    17.30  0.01 0.07
ii    17.32  0.01 0.07
ii    17.30  0.01 0.07
ii    17.30  0.01 0.07
ii    17.32  0.01 0.07
ii    17.34  0.01 0.07
ii    17.32  0.01 0.07
ii    17.33  0.01 0.07
ii    17.34  0.01 0.07
ii    17.32  0.01 0.07
ii    17.33  0.01 0.07
ii    17.35  0.01 0.07
ii    17.37  0.01 0.07
ii    17.40  0.01 0.07
ii    17.40  0.01 0.07
ii    17.41  0.01 0.07
ii    17.42  0.01 0.07
ii    17.42  0.01 0.07
ii    17.45  0.01 0.07
ii    17.43  0.01 0.07
ii    17.47  0.01 0.07
ii    17.44  0.01 0.07
ii    17.46  0.01 0.07
ii    17.47  0.01 0.07
ii    17.50  0.01 0.07
ii    17.51  0.01 0.07
ii    17.50  0.01 0.07
ii    17.51  0.01 0.07
ii    17.52  0.01 0.07
ii    17.51  0.01 0.07
ii    17.52  0.01 0.07 
ii    17.53  0.02 0.07
ii    17.54  0.02 0.07
ii    17.55  0.01 0.07
ii    17.56  0.01 0.07
ii    17.58  0.01 0.07
ii    19.29  0.02 0.07
ii    19.32  0.02 0.07
ii    19.58  0.02 0.07
ii    20.31  0.02 0.07
ii    20.42  0.02 0.07
ii    21.04  0.04 0.07
ii    21.48  0.06 0.07
ii    21.91  0.06 0.07
ii    21.86  0.06 0.07
ii    21.92  0.05 0.07
ii    22.36  0.06 0.07
ii    22.65  0.08 0.07
ii    22.76  0.13 0.07
ii    22.88  0.07 0.07
zz    16.41  0.01 0.05
zz    16.44  0.01 0.05
zz    16.45  0.01 0.05
zz    16.47  0.01 0.05
zz    16.47  0.01 0.05
zz    16.49  0.01 0.05
zz    16.51  0.01 0.05
zz    16.53  0.01 0.05
zz    16.54  0.01 0.05
zz    16.55  0.01 0.05
zz    16.60  0.01 0.05
zz    16.60  0.01 0.05
zz    16.61  0.01 0.05
zz    16.62  0.01 0.05
zz    16.66  0.01 0.05
zz    16.66  0.01 0.05
zz    16.66  0.01 0.05
zz    16.67  0.01 0.05
zz    16.67  0.01 0.05
zz    16.71  0.01 0.05
zz    16.70  0.01 0.05
zz    16.70  0.01 0.05
zz    16.72  0.01 0.05
zz    16.72  0.01 0.05
zz    16.74  0.01 0.05
zz    16.74  0.01 0.05
zz    16.74  0.01 0.05
zz    16.75  0.01 0.05
zz    16.77  0.01 0.05
zz    16.77  0.01 0.05
zz    16.78  0.01 0.05
zz    16.78  0.01 0.05
zz    16.79  0.01 0.05
zz    16.80  0.01 0.05
zz    16.79  0.01 0.05
zz    16.82  0.01 0.05
zz    16.84  0.01 0.05
zz    16.83  0.01 0.05
zz    16.85  0.01 0.05
zz    16.85  0.01 0.05
zz    16.85  0.01 0.05
zz    16.87  0.01 0.05
zz    16.87  0.01 0.05
zz    16.87  0.01 0.05
zz    16.87  0.01 0.05
zz    16.89  0.01 0.05
zz    16.89  0.01 0.05
zz    16.91  0.01 0.05
zz    16.91  0.01 0.05
zz    16.91  0.01 0.05
zz    16.92  0.01 0.05
zz    16.92  0.01 0.05
zz    16.95  0.01 0.05
zz    16.95  0.01 0.05
zz    16.96  0.01 0.05
zz    16.96  0.01 0.05
zz    16.96  0.01 0.05
zz    16.97  0.01 0.05
zz    16.97  0.01 0.05
zz    16.97  0.01 0.05
zz    16.99  0.01 0.05
zz    16.99  0.01 0.05
zz    17.01  0.01 0.05
zz    17.00  0.01 0.05
zz    17.02  0.01 0.05
zz    17.00  0.01 0.05
zz    17.03  0.01 0.05
zz    17.02  0.01 0.05
zz    17.04  0.01 0.05
zz    17.03  0.01 0.05
zz    17.04  0.01 0.05
zz    17.06  0.01 0.05
zz    17.06  0.01 0.05
zz    17.06  0.01 0.05
zz    17.07  0.01 0.05
zz    17.07  0.01 0.05
zz    17.08  0.01 0.05
zz    17.08  0.01 0.05
zz    17.08  0.01 0.05
zz    17.09  0.01 0.05
zz    17.11  0.01 0.05
zz    17.09  0.01 0.05
zz    17.11  0.01 0.05
zz    17.13  0.01 0.05
zz    17.11  0.01 0.05
zz    17.12  0.01 0.05
zz    17.12  0.01 0.05
zz    17.14  0.01 0.05
zz    17.15  0.01 0.05
zz    17.15  0.01 0.05
zz    17.14  0.01 0.05
zz    17.16  0.01 0.05
zz    17.16  0.01 0.05
zz    17.15  0.01 0.05
zz    17.17  0.01 0.05
zz    17.18  0.01 0.05
zz    17.16  0.01 0.05
zz    17.19  0.01 0.05
zz    17.19  0.01 0.05
zz    17.19  0.01 0.05
zz    17.21  0.01 0.05
zz    17.22  0.01 0.05
zz    17.21  0.01 0.05
zz    17.22  0.01 0.05
zz    17.22  0.01 0.05
zz    17.23  0.01 0.05
zz    17.23  0.01 0.05
zz    17.24  0.01 0.05
zz    17.23  0.01 0.05
zz    17.24  0.01 0.05
zz    17.25  0.01 0.05
zz    17.26  0.01 0.05
zz    17.24  0.01 0.05
zz    17.26  0.01 0.05
zz    17.27  0.01 0.05
zz    17.29  0.01 0.05
zz    17.31  0.01 0.05
zz    17.33  0.01 0.05
zz    17.31  0.01 0.05
zz    17.31  0.01 0.05
zz    17.32  0.01 0.05
zz    17.32  0.01 0.05
zz    17.34  0.01 0.05
zz    17.34  0.01 0.05
zz    17.36  0.01 0.05
zz    17.38  0.01 0.05
zz    17.38  0.01 0.05
zz    17.39  0.01 0.05
zz    17.39  0.01 0.05
zz    17.42  0.01 0.05
zz    17.40  0.01 0.05
zz    17.43  0.01 0.05
zz    17.42  0.01 0.05
zz    17.42  0.01 0.05
zz    17.47  0.01 0.05
zz    17.46  0.01 0.05
zz    17.46  0.01 0.05
zz    17.49  0.01 0.05
zz    17.48  0.02 0.05
zz    17.49  0.01 0.05
zz    17.48  0.01 0.05
zz    17.49  0.01 0.05
zz    19.22  0.03 0.05
zz    19.22  0.03 0.05
zz    19.47  0.02 0.05
zz    20.30  0.03 0.05
zz    20.35  0.03 0.05
zz    21.01  0.06 0.05
zz    21.39  0.06 0.05
zz    21.94  0.08 0.05
zz    22.36  0.15 0.05
zz    22.29  0.12 0.05
zz    22.61  0.09 0.05
zz    22.68  0.17 0.05
zz    22.78  0.19 0.05
zz    23.38  0.18 0.05
J      16.37  0.02 0.03	
J      16.45  0.02 0.03	
J      16.51  0.02 0.03	
J      16.52  0.02 0.03	
J      16.56  0.02 0.03	
J      16.60  0.02 0.03	
J      16.63  0.02 0.03	
J      16.65  0.02 0.03	
J      16.69  0.02 0.03	
J      16.73  0.02 0.03	
J      16.75  0.02 0.03	
J      16.77  0.02 0.03	
J      16.83  0.02 0.03	
J      16.81  0.02 0.03	
J      16.84  0.02 0.03	
J      16.90  0.02 0.03	
J      16.91  0.02 0.03	
J      16.90  0.02 0.03	
J      16.90  0.02 0.03	
J      16.94  0.02 0.03	
J      17.00  0.02 0.03	
J      16.98  0.02 0.03	
J      17.01  0.02 0.03	
J      17.04  0.02 0.03	
J      17.07  0.02 0.03	
J      17.05  0.02 0.03	
J      17.08  0.02 0.03	
J      17.10  0.02 0.03	
J      17.12  0.02 0.03	
J      17.16  0.02 0.03	
J      17.22  0.02 0.03	
J      17.26  0.02 0.03	
J      17.28  0.02 0.03	
J      17.29  0.02 0.03	
J      17.34  0.02 0.03	
J      19.04  0.09 0.03	
J      19.09  0.09 0.03	
J      19.23  0.06 0.03	
J      20.09  0.09 0.03	
J      20.09  0.08 0.03	
J      20.54  0.32  0.03	
J      20.88  0.18  0.03	
J      21.53  0.32  0.03	
J      21.63   100. 0.03
J      21.74  0.28  0.03	
J      21.69   100. 0.03
J      21.37   100. 0.03
H       16.30  0.03 0.02	
H       16.33  0.03 0.02	
H       16.43  0.03 0.02	
H       16.45  0.03 0.02	
H       16.48  0.03 0.02	
H       16.51  0.03 0.02	
H       16.53  0.03 0.02	
H       16.53  0.03 0.02	
H       16.59  0.03 0.02	
H       16.60  0.03 0.02	
H       16.64  0.03 0.02	
H       16.69  0.03 0.02	
H       16.72  0.03 0.02	
H       16.76  0.03 0.02	
H       16.75  0.03 0.02	
H       16.77  0.03 0.02	
H       16.77  0.03 0.02	
H       16.77  0.03 0.02	
H       16.80  0.03 0.02	
H       16.86  0.03 0.02	
H       16.88  0.03 0.02	
H       16.88  0.03 0.02	
H       16.88  0.03 0.02	
H       16.88  0.03 0.02	
H       16.93  0.03 0.02	
H       16.93  0.03 0.02	
H       16.98  0.03 0.02	
H       17.00  0.03 0.02	
H       17.05  0.03 0.02	
H       17.03  0.03 0.02	
H       17.11  0.03 0.02	
H       17.15  0.03 0.02	
H       17.21  0.03 0.02	
H       17.26  0.03 0.02	
H       17.24  0.03 0.02	
H       18.83  0.10 0.02	
H       18.90  0.09 0.02	
H       19.01  0.08 0.02	
H       19.88  0.11 0.02	
H       19.92  0.12 0.02	
H       20.54  0.23 0.02	
H       21.01  0.29 0.02	
H       21.28   100.  0.02
H       21.18   100.  0.02
H       21.37   100.  0.02
H       21.21   100.  0.02
H       20.95   100.  0.02
uvm2	15.64  0.05 0.34
uvw1	15.70  0.07 0.24
uvw1	16.01  0.05 0.24
u	16.26  0.13 0.17
BJ	17.29  0.01 0.14
VJ	17.05  0.01 0.11
RC	16.76  0.01 0.08
IC	16.48  0.01 0.06
J	15.87  0.03 0.03
H	15.35  0.03 0.02
KS	14.82  0.03 0.01
u	16.57  0.02 0.17
u	16.76  0.11 0.17
IC	16.76  0.02 0.06
u	16.86  0.02 0.17
IC	17.02  0.02 0.06
IC	19.20  0.03 0.06
IC	19.22  0.03 0.06
IC	21.24  0.06 0.06
IC	21.35  0.05 0.06
IC	21.60  0.02 0.06
IC	21.63  0.07 0.06
IC	21.57  0.07 0.06
IC	21.55  0.07 0.06
IC	21.55  0.01 0.06
IC	21.59  0.07 0.06
IC	21.54  0.06 0.06
IC	21.56  0.07 0.06
IC	22.13  0.02 0.06
IC	22.31  0.01 0.06
IC	22.54  0.05 0.06
