gg    16.57  0.01 0.13
gg    16.62  0.01 0.13
gg    16.63  0.01 0.13
gg    16.65  0.01 0.13
gg    16.67  0.01 0.13
gg    16.67  0.01 0.13
gg    16.69  0.01 0.13
gg    16.72  0.01 0.13
gg    16.74  0.01 0.13
gg    16.76  0.01 0.13
gg    16.79  0.01 0.13
gg    16.81  0.01 0.13
gg    16.82  0.01 0.13
gg    16.84  0.01 0.13
gg    16.87  0.01 0.13
gg    16.86  0.01 0.13
gg    16.89  0.01 0.13
gg    16.89  0.01 0.13
gg    16.91  0.01 0.13
gg    16.91  0.01 0.13
gg    16.91  0.01 0.13
gg    16.93  0.01 0.13
gg    16.94  0.01 0.13
gg    16.95  0.01 0.13
gg    16.95  0.01 0.13
gg    16.98  0.01 0.13
gg    16.97  0.01 0.13
gg    16.99  0.01 0.13
gg    17.00  0.01 0.13
gg    17.01  0.01 0.13
gg    17.02  0.01 0.13
gg    17.02  0.01 0.13
gg    17.03  0.01 0.13
gg    17.04  0.01 0.13
gg    17.05  0.01 0.13
gg    17.06  0.01 0.13
gg    17.07  0.01 0.13
gg    17.07  0.01 0.13
gg    17.07  0.01 0.13
gg    17.09  0.01 0.13
gg    17.10  0.01 0.13
gg    17.10  0.01 0.13
gg    17.13  0.01 0.13
gg    17.12  0.01 0.13
gg    17.14  0.01 0.13
gg    17.14  0.01 0.13
gg    17.15  0.01 0.13
gg    17.16  0.01 0.13
gg    17.17  0.01 0.13
gg    17.17  0.01 0.13
gg    17.17  0.01 0.13
gg    17.18  0.01 0.13
gg    17.19  0.01 0.13
gg    17.19  0.01 0.13
gg    17.21  0.01 0.13
gg    17.21  0.01 0.13
gg    17.22  0.01 0.13
gg    17.22  0.01 0.13
gg    17.24  0.01 0.13
gg    17.24  0.01 0.13
gg    17.25  0.01 0.13
gg    17.25  0.01 0.13
gg    17.25  0.01 0.13
gg    17.26  0.01 0.13
gg    17.26  0.01 0.13
gg    17.29  0.01 0.13
gg    17.28  0.01 0.13
gg    17.29  0.01 0.13
gg    17.30  0.01 0.13
gg    17.29  0.01 0.13
gg    17.31  0.01 0.13
gg    17.32  0.01 0.13
gg    17.33  0.01 0.13
gg    17.32  0.01 0.13
gg    17.33  0.01 0.13
gg    17.34  0.01 0.13
gg    17.35  0.01 0.13
gg    17.37  0.01 0.13
gg    17.35  0.01 0.13
gg    17.37  0.01 0.13
gg    17.38  0.01 0.13
gg    17.37  0.01 0.13
gg    17.38  0.01 0.13
gg    17.39  0.01 0.13
gg    17.39  0.01 0.13
gg    17.40  0.01 0.13
gg    17.39  0.01 0.13
gg    17.42  0.01 0.13
gg    17.42  0.01 0.13
gg    17.41  0.01 0.13
gg    17.43  0.01 0.13
gg    17.43  0.01 0.13
gg    17.44  0.01 0.13
gg    17.44  0.01 0.13
gg    17.46  0.01 0.13
gg    17.46  0.01 0.13
gg    17.47  0.01 0.13
gg    17.47  0.01 0.13
gg    17.48  0.01 0.13
gg    17.47  0.01 0.13
gg    17.48  0.01 0.13
gg    17.48  0.01 0.13
gg    17.49  0.01 0.13
gg    17.50  0.01 0.13
gg    17.51  0.01 0.13
gg    17.50  0.01 0.13
gg    17.52  0.01 0.13
gg    17.54  0.01 0.13
gg    17.53  0.01 0.13
gg    17.52  0.01 0.13
gg    17.54  0.01 0.13
gg    17.54  0.01 0.13
gg    17.54  0.01 0.13
gg    17.54  0.01 0.13
gg    17.57  0.01 0.13
gg    17.57  0.01 0.13
gg    17.57  0.01 0.13
gg    17.58  0.01 0.13
gg    17.60  0.01 0.13
gg    17.62  0.01 0.13
gg    17.62  0.01 0.13
gg    17.62  0.01 0.13
gg    17.62  0.01 0.13
gg    17.63  0.01 0.13
gg    17.65  0.01 0.13
gg    17.65  0.01 0.13
gg    17.67  0.01 0.13
gg    17.69  0.01 0.13
gg    17.68  0.01 0.13
gg    17.69  0.01 0.13
gg    17.71  0.01 0.13
gg    17.70  0.01 0.13
gg    17.73  0.01 0.13
gg    17.74  0.01 0.13
gg    17.73  0.01 0.13
gg    17.75  0.01 0.13
gg    17.76  0.01 0.13
gg    17.77  0.01 0.13
gg    17.77  0.01 0.13
gg    17.76  0.01 0.13
gg    17.79  0.01 0.13
gg    17.81  0.01 0.13
gg    19.66  0.02 0.13
gg    19.70  0.02 0.13
gg    19.92  0.02 0.13
gg    20.78  0.02 0.13
gg    20.85  0.03 0.13
gg    21.55  0.05 0.13
gg    21.96  0.09 0.13
gg    22.43  0.08 0.13
gg    23.18  0.05 0.13
gg    23.21  0.05 0.13
gg    23.81  0.08 0.13
gg    23.87  0.11 0.13
gg    23.90  0.19 0.13
gg    24.12  0.08 0.13
rr    16.53  0.01 0.09
rr    16.56  0.01 0.09
rr    16.56  0.01 0.09
rr    16.58  0.01 0.09
rr    16.59  0.01 0.09
rr    16.61  0.01 0.09
rr    16.62  0.01 0.09
rr    16.64  0.01 0.09
rr    16.66  0.01 0.09
rr    16.69  0.01 0.09
rr    16.71  0.01 0.09
rr    16.72  0.01 0.09
rr    16.74  0.01 0.09
rr    16.76  0.01 0.09
rr    16.77  0.01 0.09
rr    16.79  0.01 0.09
rr    16.79  0.01 0.09
rr    16.81  0.01 0.09
rr    16.81  0.01 0.09
rr    16.83  0.01 0.09
rr    16.83  0.01 0.09
rr    16.85  0.01 0.09
rr    16.86  0.01 0.09
rr    16.86  0.01 0.09
rr    16.87  0.01 0.09
rr    16.88  0.01 0.09
rr    16.89  0.01 0.09
rr    16.90  0.01 0.09
rr    16.92  0.01 0.09
rr    16.92  0.01 0.09
rr    16.93  0.01 0.09
rr    16.93  0.01 0.09
rr    16.94  0.01 0.09
rr    16.95  0.01 0.09
rr    16.96  0.01 0.09
rr    16.96  0.01 0.09
rr    16.97  0.01 0.09
rr    16.99  0.01 0.09
rr    16.99  0.01 0.09
rr    17.00  0.01 0.09
rr    17.01  0.01 0.09
rr    17.01  0.01 0.09
rr    17.02  0.01 0.09
rr    17.03  0.01 0.09
rr    17.03  0.01 0.09
rr    17.03  0.01 0.09
rr    17.04  0.01 0.09
rr    17.04  0.01 0.09
rr    17.06  0.01 0.09
rr    17.07  0.01 0.09
rr    17.07  0.01 0.09
rr    17.09  0.01 0.09
rr    17.09  0.01 0.09
rr    17.09  0.01 0.09
rr    17.10  0.01 0.09
rr    17.11  0.01 0.09
rr    17.12  0.01 0.09
rr    17.12  0.01 0.09
rr    17.14  0.01 0.09
rr    17.14  0.01 0.09
rr    17.15  0.01 0.09
rr    17.15  0.01 0.09
rr    17.14  0.01 0.09
rr    17.16  0.01 0.09
rr    17.17  0.01 0.09
rr    17.17  0.01 0.09
rr    17.16  0.01 0.09
rr    17.18  0.01 0.09
rr    17.19  0.01 0.09
rr    17.19  0.01 0.09
rr    17.21  0.01 0.09
rr    17.21  0.01 0.09
rr    17.22  0.01 0.09
rr    17.21  0.01 0.09
rr    17.22  0.01 0.09
rr    17.23  0.01 0.09
rr    17.24  0.01 0.09
rr    17.24  0.01 0.09
rr    17.25  0.01 0.09
rr    17.25  0.01 0.09
rr    17.27  0.01 0.09
rr    17.26  0.01 0.09
rr    17.28  0.01 0.09
rr    17.28  0.01 0.09
rr    17.29  0.01 0.09
rr    17.29  0.01 0.09
rr    17.29  0.01 0.09
rr    17.31  0.01 0.09
rr    17.30  0.01 0.09
rr    17.31  0.01 0.09
rr    17.31  0.01 0.09
rr    17.32  0.01 0.09
rr    17.32  0.01 0.09
rr    17.34  0.01 0.09
rr    17.34  0.01 0.09
rr    17.34  0.01 0.09
rr    17.34  0.01 0.09
rr    17.36  0.01 0.09
rr    17.36  0.01 0.09
rr    17.36  0.01 0.09
rr    17.37  0.01 0.09
rr    17.37  0.01 0.09
rr    17.38  0.01 0.09
rr    17.39  0.01 0.09
rr    17.40  0.01 0.09
rr    17.40  0.01 0.09
rr    17.40  0.01 0.09
rr    17.42  0.01 0.09
rr    17.43  0.01 0.09
rr    17.41  0.01 0.09
rr    17.42  0.01 0.09
rr    17.43  0.01 0.09
rr    17.42  0.01 0.09
rr    17.44  0.01 0.09
rr    17.44  0.01 0.09
rr    17.45  0.01 0.09
rr    17.46  0.01 0.09
rr    17.47  0.01 0.09
rr    17.48  0.01 0.09
rr    17.49  0.01 0.09
rr    17.50  0.01 0.09
rr    17.51  0.01 0.09
rr    17.53  0.01 0.09
rr    17.53  0.01 0.09
rr    17.54  0.01 0.09
rr    17.55  0.01 0.09
rr    17.56  0.01 0.09
rr    17.58  0.01 0.09
rr    17.57  0.01 0.09
rr    17.59  0.01 0.09
rr    17.59  0.01 0.09
rr    17.60  0.01 0.09
rr    17.60  0.01 0.09
rr    17.61  0.01 0.09
rr    17.62  0.01 0.09
rr    17.63  0.01 0.09
rr    17.64  0.01 0.09
rr    17.65  0.01 0.09
rr    17.66  0.01 0.09
rr    17.68  0.01 0.09
rr    17.67  0.01 0.09
rr    17.69  0.01 0.09
rr    19.48  0.02 0.09
rr    19.49  0.01 0.09
rr    19.72  0.01 0.09
rr    20.53  0.02 0.09
rr    20.60  0.02 0.09
rr    21.22  0.04 0.09
rr    21.67  0.05 0.09
rr    22.07  0.06 0.09
rr    22.26  0.03 0.09
rr    22.27  0.03 0.09
rr    22.86  0.05 0.09
rr    23.10  0.06 0.09
rr    23.16  0.12 0.09
rr    23.28  0.05 0.09
ii    16.48  0.01 0.07
ii    16.51  0.01 0.07
ii    16.51  0.01 0.07
ii    16.52  0.01 0.07
ii    16.53  0.01 0.07
ii    16.55  0.01 0.07
ii    16.55  0.01 0.07
ii    16.58  0.01 0.07
ii    16.59  0.01 0.07 
ii    16.61  0.01 0.07 
ii    16.65  0.01 0.07
ii    16.66  0.01 0.07
ii    16.69  0.01 0.07
ii    16.69  0.01 0.07
ii    16.72  0.01 0.07
ii    16.71  0.01 0.07
ii    16.73  0.01 0.07
ii    16.76  0.01 0.07
ii    16.74  0.01 0.07
