Time (s)     Err_Time (s)     Flux (erg/cm^2/s/A)    Err_Flux (Jy)
             81.2000               7.5000    5.4839610547288125e-03    1.0101829870953406e-04
            179.2000              22.5000    3.0980923418847633e-03    8.5603457382059595e-05
            354.7000              30.0000    1.9547641035759762e-03    3.6008086518309069e-05
          15342.4000             150.0000    5.5859151209853857e-05    2.5724090517164925e-06
          16717.6000             150.0000    5.3838671141500924e-05    2.4793625033162550e-06
          21922.4000             150.0000    4.4781056016891962e-05    2.0622439000282400e-06
          23546.4000             150.0000    3.9727782999912874e-05    2.1954384851213391e-06
          24231.5000             150.0000    4.6035655451634072e-05    2.1200203408138218e-06
          24916.6000             150.0000    4.0840808429157834e-05    1.8807887876400780e-06
          27346.6000             150.0000    3.7939738197950064e-05    2.4460653874046307e-06
          27682.4000             150.0000    3.7247259924330199e-05    1.7152997585126507e-06
          30144.5000             150.0000    2.8516375701310868e-05    2.6264553394524177e-06
          30482.5000             150.0000    2.9046534715843861e-05    2.1402278324874552e-06
          30819.5000             150.0000    3.0415455743783514e-05    2.2410936642686102e-06
