time_sec	mag	mag_err	band	source
52986.74	23.1523237708956	0.1	g	manual
52986.74	22.42045407705009	0.1	r	manual
52986.74	22.18675318285823	0.1	i	manual
52986.74	21.487673303857445	0.2	z	manual
98.63	15.264544892460108	0.07	V	manual
8171.24	20.92454489246011	0.05	V	manual
8303.56	20.964544892460108	0.05	V	manual
8477.08	20.92454489246011	0.05	V	manual
8842.95	21.01454489246011	0.04	V	manual
9051.58	20.99454489246011	0.04	V	manual
10593.96	20.522644284144043	0.04	Rc	manual
10683.23	30.512644284144045	0.04	Rc	manual
14012.49	20.752644284144043	0.04	Rc	manual
14177.94	20.762644284144045	0.04	Rc	manual
17433.78	20.90264428414405	0.05	Rc	manual
17529.76	20.862644284144043	0.05	Rc	manual
17672.97	20.862644284144043	0.05	Rc	manual
17805.18	20.882644284144043	0.05	Rc	manual
19138.44	20.912644284144044	0.05	Rc	manual
19269.76	21.684544892460107	0.03	V	manual
104737.64	22.532644284144045	0.03	Rc	manual
22049.7	20.83279360435903	0.19	I	manual
22298.22	21.194032775983214	0.06	R	manual
22543.82	21.774544892460103	0.06	V	manual
122365.13	22.774032775983216	0.08	R	manual
2104081.33	25.034032775983214	0.18	R	manual
9960807.24	25.15403277598321	0.21	R	manual
30743.42	21.84045407705009	0.07	r	manual
35692.97	21.91045407705009	0.07	r	manual
53056.62	20.80148881427944	0.18	J	manual
53056.62	20.52878649070859	0.36	K	manual
53057.43	22.8623237708956	0.08	g	manual
53057.43	22.14045407705009	0.06	r	manual
53057.43	21.79675318285823	0.09	i	manual
53057.43	21.547673303857447	0.12	z	manual
136940.05	21.83148881427944	0.4	J	manual
136940.05	21.398786490708588	0.41	K	manual
136940.1	23.6323237708956	0.1	g	manual
136940.1	23.12045407705009	0.07	r	manual
136940.1	22.80675318285823	0.12	i	manual
136940.1	22.707673303857447	0.2	z	manual
800242.72	22.59878649070859	0.21	K	manual
