40.3	16.323	0.046	0.046		R
65.3	16.532	0.05	0.05		R
90.3	16.722	0.056	0.056		R
115.3	16.818	0.055	0.055		R
140.3	16.656	0.05	0.05		R
165.3	16.87	0.059	0.059		R
190.5	17.16	0.08	0.08		R
215.3	17.021	0.077	0.077		R
240.3	17.084	0.096	0.096		R
265.5	17.007	0.087	0.087		R
300.3	17.127	0.056	0.056		R
345.3	17.309	0.068	0.068		R
390.3	17.175	0.053	0.053		R
435.5	17.364	0.057	0.057		R
480.2	17.138	0.047	0.047		R
525.2	17.529	0.065	0.065		R
570.2	17.705	0.072	0.072		R
615.2	17.642	0.074	0.074		R
660.2	17.675	0.074	0.074		R
705.2	17.951	0.091	0.091		R
750.4	17.92	0.089	0.089		R
795.2	17.948	0.087	0.087		R
840.2	17.949	0.093	0.093		R
885.2	17.912	0.085	0.085		R
930.2	18.11	0.104	0.104		R
975.4	17.874	0.085	0.085		R
1020.2	18.241	0.12	0.12		R
1065.2	17.903	0.089	0.089		R
1110.2	18.016	0.094	0.094		R
1155.4	18.272	0.118	0.118		R
2549.9	19.001	0.076	0.076		R
2797.4	19.109	0.096	0.096		R
29116.8	19.96	0.03	0.03		R
32789.1456	20.09	0.04	0.04		R
38620.8	20.18	0.06	0.06		R
55814.4	20.43	0.05	0.05		R
128044.8	20.9	0.13	0.13		R
130636.8	21.22	0.09	0.09		R
214099.2	21.31	0.09	0.09		R
292291.2	21.77	0.13	0.13		R
316224	21.83	0.2	0.2		R
407548.8	22.38	0.12	0.12		R
486950.4	22.32	0.25	0.25		R
656640	23.41	0.15	0.15		R
994118.4	24.3	0.3	0.3		R
102	16.987	0.22	0.22		V
127	16.947	0.21	0.21		V
152	16.627	0.17	0.17		V
177	17.237	0.26	0.26		V
319	17.167	0.28	0.28		V
506	17.517	0.34	0.34		V
788	18.657	0.69	0.69		V
1249	18.497	0.35	0.35		V
7088	19.607	0.29	0.29		V
30217	20.027	0.42	0.42		V
41791	20.047	0.43	0.43		V
