time_sec	mag	mag_err	band
137.23545	21.865791207149282	0.24508992208831712	R
171.5937	21.95838710259059	0.17025353314246877	R
222.69419	22.050976392349515	0.17025326631574855	R
361.36949	21.773197980390577	0.17025311601286802	R
486.77867	22.050976392349515	0.17025326631574855	R
631.74103	21.40282956911061	0.17025341199428115	R
789.90366	21.588014904542074	0.17025346796729887	R
1025.13644	21.495421645980084	0.17025332030545662	R
1380.8984	21.680605448786665	0.17025305666404658	R
1792.12902	21.680605448786665	0.17025305666404658	R
6356.74077	22.51394421602068	0.2450907352806673	R
7657.67684	22.791714899958503	0.24508949133590782	R
12426.23672	23.069495739255927	0.24508985350515547	R
18032.86328	24.550976392349515	0.8709431755162824	R
26169.15849	23.995421645980084	0.37690965457591896	R
36588.3073	24.088014904542074	0.3138093030961604	R
53096.6823	25.10652993648552	0.6229760061441558	R
74236.92015	25.569495739255927	0.7274389971363125	R
103794.06158	24.64357094593012	0.24509053709947579	R
