Tstart(s)          Tend(s)      Tmid(s)  ErrorTime(s)  Exposure(s)    Filter       Magnitude    ErrorMagnitude      ErrMag+   ErrMag-    Sigma     Telescope           ReferenceUpperL  Calib   Galactic Extiction   Host     Corrected? Notes  
           -9.0            -9.0         41774.4    -9.000  1177.000 H   17.693   0.1410  -9.0000  -9.0000  -9.0000 PAIRITEL thoene10 0 2MASS  0.000  0.000 0 nnn
           -9.0            -9.0         44160.8    -9.000  2260.000 H   17.784   0.1270  -9.0000  -9.0000  -9.0000 PAIRITEL thoene10 0 2MASS  0.000  0.000 0 nnn
           -9.0            -9.0         48812.5    -9.000   683.000 H   17.890   0.1360  -9.0000  -9.0000  -9.0000 PAIRITEL thoene10 0 2MASS  0.000  0.000 0 nnn
           -9.0            -9.0        476969.5    -9.000  2260.000 H   19.700 100.0000  -9.0000  -9.0000  -9.0000 PAIRITEL thoene10 1 2MASS  0.000  0.000 0 nnn
           -9.0            -9.0         54089.9    -9.000  2190.000 H   17.978   0.1360  -9.0000  -9.0000  -9.0000 PAIRITEL thoene10 0 2MASS  0.000  0.000 0 nnn
           -9.0            -9.0        132471.1    -9.000   706.000 H   19.200 100.0000  -9.0000  -9.0000  -9.0000 PAIRITEL thoene10 1 2MASS  0.000  0.000 0 nnn
           -9.0            -9.0        139460.0    -9.000  2237.000 H   19.090   0.2780  -9.0000  -9.0000  -9.0000 PAIRITEL thoene10 0 2MASS  0.000  0.000 0 nnn
           -9.0            -9.0        217968.2    -9.000  2237.000 H   19.600 100.0000  -9.0000  -9.0000  -9.0000 PAIRITEL thoene10 1 2MASS  0.000  0.000 0 nnn
           -9.0            -9.0        302885.6    -9.000  2237.000 H   19.800 100.0000  -9.0000  -9.0000  -9.0000 PAIRITEL thoene10 1 2MASS  0.000  0.000 0 nnn
           -9.0            -9.0        392709.6    -9.000  2260.000 H   19.800 100.0000  -9.0000  -9.0000  -9.0000 PAIRITEL thoene10 1 2MASS  0.000  0.000 0 nnn
