Tstart(daltrigger) Tend  Tmid(s)  Terr Exposure Filter     Mag         Err   Err+   Err-   1sigma   Telescope       Reference  UpperLimit  Calib GAL_Extinction Host_ext Corrected? Notes 
4699.  -9. -9. 1.d-3 -9. RC 18.16  0.03 -9. -9. -9. Kanata uehara11 0 NNN 0. 0. 0 nnn
5283.  -9. -9. 1.d-3 -9. RC 18.23  0.15 -9. -9. -9. Kanata uehara11 0 NNN 0. 0. 0 nnn 
6261.  -9. -9. 1.d-3 -9. RC 18.40  0.08 -9. -9. -9. Kanata uehara11 0 NNN 0. 0. 0 nnn 
6675.  -9. -9. 1.d-3 -9. RC 18.53  0.09 -9. -9. -9. Kanata uehara11 0 NNN 0. 0. 0 nnn 
7501.  -9. -9. 1.d-3 -9. RC 18.63  0.09 -9. -9. -9. Kanata uehara11 0 NNN 0. 0. 0 nnn 
8427.  -9. -9. 1.d-3 -9. RC 18.74  0.18 -9. -9. -9. Kanata uehara11 0 NNN 0. 0. 0 nnn 
9466.  -9. -9. 1.d-3 -9. RC 18.77  0.10 -9. -9. -9. Kanata uehara11 0 NNN 0. 0. 0 nnn 
10632. -9. -9. 1.d-3 -9. RC 18.92  0.10 -9. -9. -9. Kanata uehara11 0 NNN 0. 0. 0 nnn 
11941. -9. -9. 1.d-3 -9. RC 19.18  0.09 -9. -9. -9. Kanata uehara11 0 NNN 0. 0. 0 nnn 
13409. -9. -9. 1.d-3 -9. RC 19.49  0.23 -9. -9. -9. Kanata uehara11 0 NNN 0. 0. 0 nnn 
15056. -9. -9. 1.d-3 -9. RC 19.10  0.21 -9. -9. -9. Kanata uehara11 0 NNN 0. 0. 0 nnn 
9064.    -9. -9. 1019. -9. gg  19.57   0.18  -9.  -9. -9. MITSuME ishimura08 0 NNN 0. 0. 0 nnn           
12005.   -9. -9. 642.  -9. gg  20.0    0.2   -9.  -9. -9. MITSuME ishimura08 0 NNN 0. 0. 0 nnn    	     	  
13352.5  -9. -9. 638.5 -9. gg  19.91   0.18  -9.  -9. -9. MITSuME ishimura08 0 NNN 0. 0. 0 nnn   	      
14698.   -9. -9. 639.  -9. gg  19.8    0.2   -9.  -9. -9. MITSuME ishimura08 0 NNN 0. 0. 0 nnn     	      
