time_sec	flux	flux_err	band	source
664.2	2.481395722690507e-13	4.570914743596658e-14	r'	9670
234.6	1.4958199924828805e-13	4.133103379792255e-15	R	9671
424.2	9.613451364859856e-14	8.854315921979827e-15	R	9675
46440	5.634810737643826e-14	2.5949262412682915e-15	R	9677
14338	8.861318565840863e-14	3.002664039223658e-16	v_swift	9678
3947.5	2.781812014461017e-13	2.1620431533080674e-15	b_swift	9678
8380.5	6.442385694348507e-14	7.723109825619251e-16	u_swift	9678
14165.5	6.868602087338744e-14	1.1958937543374763e-15	uvw1_swift	9678
8281	8.670488899076644e-14	1.8185629334598264e-15	uvm2_swift	9678
13161.5	6.884270846482792e-14	1.545671517926124e-15	uvw2_swift	9678
179632.1	1.1242925516802739e-13	2.1745745865171186e-14	R	9684
220262.17	1.0836257923537007e-13	1.596889981348795e-14	R	9684
120619.21	1.3148594545182615e-13	1.6954424364393777e-14	R	9684
121329.8	8.930573178898507e-14	1.3983115178064422e-14	R	9684
122053.78	9.613451364859856e-14	1.4166905475167722e-14	R	9684
122417.97	9.70240353514264e-14	1.787248779698574e-14	R	9684
122783.3	1.1139849756098192e-13	1.436425311248763e-14	R	9684
123497.36	9.013206755122339e-14	1.4942646370380908e-14	R	9684
124291.82	7.225690136359223e-14	1.5306745083008872e-14	R	9684
721440	5.045210995026798e-15	1.3940433153790032e-15	R	9720
12240	2.2757174307819594e-12	2.6258384940090956e-14	U	9927
13680	8.886169292197376e-14	2.7829902658815098e-14	I	9927
13680	1.044429989418019e-13	1.7315200255030986e-14	R	9927
14400	1.7408496153705765e-13	1.3258677869611423e-15	B	9927
