time_sec	flux	flux_err	band	source
90510.0	3.3511271856348706e-14	3.647818813385926e-15	g'	manual
90510.0	2.9124458165504336e-14	2.888531035474922e-15	i'	manual
90510.0	2.9012638269096225e-14	3.388810178693531e-15	z'	manual
91650.0	8.387539710726122e-15	2.568199837548709e-15	J	manual
91650.0	8.976889578639931e-15	3.0170045185827048e-15	H	manual
93500.2883599997	4.2477433311668677e-14	2.1099381658089288e-14	u	uvot
94056.7944000363	5.6427083529082825e-14	2.7799553262646635e-14	u	uvot
91650.0	8.387539710726122e-15	2.568199837548709e-15	J	manual
