Tstart(s)          Tend(s)      Tmid(s)  ErrorTime(s)  Exposure(s)    Filter       Magnitude    ErrorMagnitude      ErrMag+   ErrMag-    Sigma     Telescope           ReferenceUpperL  Calib   Galactic Extiction   Host     Corrected? Notes  
        80265.6            -9.0            -9.0     0.001    -9.000 IC   18.210   0.0200  -9.0000  -9.0000  -9.0000 PROMPT updike08 0 NNN  0.000  0.000 0 nnn
        88128.0            -9.0            -9.0     0.001    -9.000 IC   18.250   0.0200  -9.0000  -9.0000  -9.0000 Bok updike08 0 NNN  0.000  0.000 0 nnn
        88300.8            -9.0            -9.0     0.001    -9.000 IC   18.220   0.0200  -9.0000  -9.0000  -9.0000 Bok updike08 0 NNN  0.000  0.000 0 nnn
        88387.2            -9.0            -9.0     0.001    -9.000 IC   18.230   0.0300  -9.0000  -9.0000  -9.0000 Bok updike08 0 NNN  0.000  0.000 0 nnn
        88560.0            -9.0            -9.0     0.001    -9.000 IC   18.210   0.0300  -9.0000  -9.0000  -9.0000 Bok updike08 0 NNN  0.000  0.000 0 nnn
        88646.4            -9.0            -9.0     0.001    -9.000 IC   18.210   0.0200  -9.0000  -9.0000  -9.0000 Bok updike08 0 NNN  0.000  0.000 0 nnn
        88819.2            -9.0            -9.0     0.001    -9.000 IC   18.190   0.0300  -9.0000  -9.0000  -9.0000 Bok updike08 0 NNN  0.000  0.000 0 nnn
        88905.6            -9.0            -9.0     0.001    -9.000 IC   18.190   0.0300  -9.0000  -9.0000  -9.0000 Bok updike08 0 NNN  0.000  0.000 0 nnn
        88992.0            -9.0            -9.0     0.001    -9.000 IC   18.170   0.0300  -9.0000  -9.0000  -9.0000 Bok updike08 0 NNN  0.000  0.000 0 nnn
        89769.6            -9.0            -9.0     0.001    -9.000 IC   18.150   0.0300  -9.0000  -9.0000  -9.0000 Bok updike08 0 NNN  0.000  0.000 0 nnn
       137462.4            -9.0            -9.0     0.001    -9.000 IC   18.410   0.0900  -9.0000  -9.0000  -9.0000 HCT updike08 0 NNN  0.000  0.000 0 nnn
       138153.6            -9.0            -9.0     0.001    -9.000 IC   18.610   0.0900  -9.0000  -9.0000  -9.0000 HCT updike08 0 NNN  0.000  0.000 0 nnn
       168220.8            -9.0            -9.0     0.001    -9.000 IC   19.010   0.0500  -9.0000  -9.0000  -9.0000 PROMPT updike08 0 NNN  0.000  0.000 0 nnn
       172108.8            -9.0            -9.0     0.001    -9.000 IC   19.080   0.0200  -9.0000  -9.0000  -9.0000 MDM updike08 0 NNN  0.000  0.000 0 nnn
       257212.8            -9.0            -9.0     0.001    -9.000 IC   19.880   0.0200  -9.0000  -9.0000  -9.0000 MDM updike08 0 NNN  0.000  0.000 0 nnn
       257472.0            -9.0            -9.0     0.001    -9.000 IC   19.820   0.0200  -9.0000  -9.0000  -9.0000 MDM updike08 0 NNN  0.000  0.000 0 nnn
       257644.8            -9.0            -9.0     0.001    -9.000 IC   19.820   0.0300  -9.0000  -9.0000  -9.0000 MDM updike08 0 NNN  0.000  0.000 0 nnn
       405475.2            -9.0            -9.0     0.001    -9.000 IC   20.840   0.0600  -9.0000  -9.0000  -9.0000 TNG updike08 0 NNN  0.000  0.000 0 nnn
       162721.0            -9.0            -9.0     0.001    -9.000 IC   19.000   0.0600  -9.0000  -9.0000  -9.0000 SMARTS kann10 0 NNN  0.000  0.000 0 nnn
       248761.0            -9.0            -9.0     0.001    -9.000 IC   19.800   0.0700  -9.0000  -9.0000  -9.0000 SMARTS kann10 0 NNN  0.000  0.000 0 nnn
       680865.0            -9.0            -9.0     0.001    -9.000 IC   19.700 100.0000  -9.0000  -9.0000  -9.0000 SMARTS kann10 1 NNN  0.000  0.000 0 nnn
