  u	    18.12  0.13 0.240
  u	    19.11  0.14 0.240 
  u	    19.40  0.14 0.240 
  u	    19.66  0.15 0.240 
  u	    19.70  0.18 0.240 
  b	    18.79  0.16 0.191 
  b	    19.24  0.15 0.191 
  b	    19.74  0.16 0.191 
  b	    19.87  0.16 0.191 
  B	    21.28  0.06 0.191 
  B	    22.05  0.06 0.191 
  B	    22.38  0.08 0.191 
  gg	    16.27  0.04 0.170 
  gg	    16.65  0.04 0.170  
  gg	    16.92  0.05 0.170  
  gg	    17.59  0.05 0.170  
  gg	    17.87  0.06 0.170  
  gg	    18.11  0.06 0.170  
  gg	    18.29  0.06 0.170  
  gg	    18.36  0.06 0.170  
  gg	    18.59  0.09 0.170  
  v	    18.18  0.20 0.147  
  v	    17.20  0.13 0.147 
  v	    18.16  0.12 0.147 
  v	    18.39  0.09 0.147 
  v	    18.86  0.11 0.147 
  v	    19.35  0.12 0.147 
  v	    19.14  0.11 0.147 
  v	    20.24  0.19 0.147 
  v	    20.40  0.22 0.147 
  RC       15.39  0.04  0.118
  RC       14.65  0.02  0.118
  RC       15.06  0.03  0.118
  RC       15.42  0.02  0.118
  RC       16.05  0.03  0.118
  RC       16.39  0.02  0.118
  RC       16.77  0.02  0.118
  RC       17.32  0.04  0.118
  RC       17.48  0.04  0.118
  RC       17.52  0.09  0.118
  RC       17.69  0.04  0.118
  RC       17.85  0.04  0.118
  RC       17.78  0.04  0.118
  RC       17.97  0.04  0.118
  RC       18.01  0.04  0.118
  RC       18.03  0.04  0.118
  RC       18.16  0.05  0.118
  RC       19.36  0.01  0.118
  RC       19.94  0.31  0.118
  RC       20.26  0.05  0.118
  RC       20.51  0.11  0.118
  RC       20.90  0.03  0.118
  RC       20.89  0.10  0.118
  RC       21.18  0.04  0.118
  RC       21.22  0.11  0.118
  RC       21.34  0.13  0.118
  RC       21.57  0.08  0.118
  RC       21.64  0.12  0.118
  RC       21.80  0.12  0.118
  RC       22.02  0.10  0.118
  rr       24.59  0.08  0.118
  IC       14.91  0.02  0.086
  IC       14.42  0.01  0.086
  IC       14.78  0.01  0.086
  IC       15.24  0.02  0.086
  IC       15.74  0.02  0.086
  IC       16.07  0.02  0.086
  IC       16.54  0.03  0.086
  IC       17.02  0.05  0.086
  IC       17.22  0.04  0.086
  IC       17.31  0.08  0.086
  IC       17.23  0.05  0.086
  IC       17.34  0.03  0.086
  IC       17.48  0.04  0.086
  IC       17.68  0.04  0.086
  IC       17.71  0.05  0.086
  IC       17.72  0.04  0.086
  IC       18.33  0.11  0.086
  IC       19.74  0.07  0.086
  IC       19.97  0.12  0.086
  IC       20.37  0.05  0.086
  IC       20.48  0.12  0.086
  IC       20.78  0.09  0.086
  IC       20.59  0.11  0.086
  IC       21.02  0.15  0.086
  IC       21.25  0.10  0.086
  IC       21.17  0.14  0.086
  IC       21.30  0.13  0.086
  ii       24.32  0.09  0.086
  IC       24.27  0.09  0.086
  zz       13.93  0.11  0.060
  zz       14.27  0.14 0.060
  zz       14.62  0.21 0.060
  zz       15.02  0.13 0.060
  zz       15.49  0.14 0.060
  zz       15.96  0.20 0.060
  zz       24.09  0.09 0.060
