27.98496	5.897202329060609e-11	2.6541782653938903e-12	2.7792658333101648e-12	x	2.1462
79.99776	1.1985220498375743e-11	1.054569491786429e-12	1.1563124540616159e-12	x	3.1462
4615.79904	1.4863682791276847e-13	1.1824123313710784e-14	1.2846030544823283e-14	x	4.1462
4753.79712	1.5564186579918882e-13	1.1055804096028348e-14	1.1901188518080716e-14	x	5.1462
4892.7024	1.3935624268099174e-13	9.898977442402375e-15	1.0655904867253154e-14	x	6.1462
5169.096	1.6851789607892327e-13	1.3405670800333076e-14	1.456426425925663e-14	x	7.1462
5307.30144	1.6851789607892327e-13	1.482774822949279e-14	1.6258302631539253e-14	x	8.1462
5307.30144	1.6851789607892327e-13	1.482774822949279e-14	1.6258302631539253e-14	x	9.1462
5319.3888	2.1411447502210355e-13	3.602181183005007e-14	4.330774323374946e-14	x	10.1462
5586.90048	1.6520379836125235e-13	3.397775683921252e-14	4.277546152064764e-14	x	11.1462
6276.899520000001	1.3935624268099174e-13	9.898977442402375e-15	1.0655904867253154e-14	x	12.1462
6414.8976	9.292368595186193e-14	9.723091665568992e-15	1.0859363736075493e-14	x	13.1462
6552.99936	1.1591147393904067e-13	1.019895330091533e-14	1.11829299179367e-14	x	14.1462
6691.299840000001	1.5654746102819383e-13	1.3774479696834545e-14	1.510341665079568e-14	x	15.1462
6829.297919999999	1.3141532952437358e-13	1.375067381516022e-14	1.5357622216371283e-14	x	16.1462
6967.503360000001	1.0930651006589314e-13	1.1437312307700407e-14	1.2773913769859383e-14	x	17.1462
7199.9712	1.123688738390637e-13	9.887242891621103e-15	1.0841146250633761e-14	x	18.1462
7246.90368	1.0715687217006815e-13	1.2963568699409694e-14	1.4747709474094583e-14	x	19.1462
7937.40384	7.587984382995235e-14	9.179752529813323e-15	1.0443136955021994e-14	x	20.1462
8075.401919999999	1.0378304968793698e-13	9.131783431125689e-15	1.0012801424130956e-14	x	21.1462
8213.50368	1.0474334242339068e-13	9.216278782890874e-15	1.0105448735016945e-14	x	22.1462
8351.5968	9.091719501847934e-14	1.1731628456447584e-14	1.3469711698325751e-14	x	23.1462
9814.0032	8.566156971005084e-14	1.6353144940465658e-14	2.021162751791421e-14	x	24.1462
9814.0032	8.548502211588046e-14	2.063800133789986e-14	2.720618433402225e-14	x	25.1462
29409.721919999996	5.378312445978192e-14	1.2984452329587858e-14	1.7116841779943396e-14	x	26.1462
29409.721919999996	5.055056667076485e-14	1.2204040389305059e-14	1.608805848081598e-14	x	27.1462
41400.0288	5.683894762931504e-14	4.037475821736214e-15	4.3462022729703326e-15	x	28.1462
50916.9888	7.089996623972532e-14	1.7116841779943396e-14	2.2564392019214568e-14	x	29.1462
63071.99999999999	6.663862515158083e-14	1.608805848081598e-14	2.120819150262493e-14	x	30.1462
83745.0144	6.896774532557355e-14	5.486413675867541e-15	5.960580399225572e-15	x	31.1462
