date	time	exp	mag	magerr	band	source
2020-10-16	10:56:13	3900.0	22.0	0.3	R	manual
2020-10-17	08:40:36	720.0	22.2	0.1	i	manual
2020-10-17	08:11:48	1080.0	21.9	0.1	z	manual
2020-10-16	02:33:25	1440.0	20.66	0.05	R	manual
2020-10-16	18:00:49	540.0	21.56	0.1	V	manual
2020-10-16	18:17:48	1080.0	21.33	0.04	Rc	manual
2020-10-15	22:51:26	30.0	17.79	0.1	r	manual
2020-10-15	22:51:26	30.0	17.67	0.1	i	manual
2020-10-15	22:51:56	30.0	18.16	0.1	r	manual
2020-10-15	22:51:56	30.0	17.86	0.1	i	manual
2020-10-15	22:52:51	45.0	17.91	0.15	g	manual
2020-10-15	22:52:51	45.0	16.81	0.1	r	manual
2020-10-15	22:52:51	45.0	16.96	0.1	i	manual
2020-10-15	22:53:36	45.0	17.76	0.15	g	manual
2020-10-15	22:53:36	45.0	16.63	0.1	r	manual
2020-10-15	22:53:36	45.0	16.75	0.1	i	manual
2020-10-15	22:54:21	45.0	17.94	0.15	g	manual
2020-10-15	22:54:21	45.0	16.86	0.1	r	manual
2020-10-15	22:54:21	45.0	16.85	0.1	i	manual
2020-10-15	22:55:06	45.0	17.89	0.15	g	manual
2020-10-15	22:55:06	45.0	17.29	0.1	r	manual
2020-10-15	22:55:06	45.0	16.87	0.1	i	manual
2020-10-15	22:55:51	45.0	17.76	0.15	g	manual
2020-10-15	22:55:51	45.0	17.02	0.1	r	manual
2020-10-15	22:55:51	45.0	17.01	0.1	i	manual
2020-10-15	22:56:36	45.0	18.21	0.15	g	manual
2020-10-15	22:56:36	45.0	17.31	0.1	r	manual
2020-10-15	22:56:36	45.0	17.05	0.1	i	manual
2020-10-15	22:57:21	45.0	18.07	0.15	g	manual
2020-10-15	22:57:21	45.0	17.49	0.1	r	manual
2020-10-15	22:57:21	45.0	17.16	0.1	i	manual
2020-10-15	22:58:06	45.0	18.08	0.15	g	manual
2020-10-15	22:58:06	45.0	17.56	0.1	r	manual
2020-10-15	22:58:06	45.0	17.29	0.1	i	manual
2020-10-15	22:58:51	45.0	18.31	0.15	g	manual
2020-10-15	22:58:51	45.0	17.6	0.1	r	manual
2020-10-15	22:58:51	45.0	17.48	0.1	i	manual
2020-10-15	22:59:36	45.0	18.14	0.15	g	manual
2020-10-15	22:59:36	45.0	17.9	0.1	r	manual
2020-10-15	22:59:36	45.0	17.66	0.1	i	manual
2020-10-15	23:00:21	45.0	18.61	0.15	g	manual
2020-10-15	23:00:21	45.0	18.0	0.1	r	manual
2020-10-15	23:00:21	45.0	17.49	0.1	i	manual
2020-10-15	23:01:06	45.0	18.13	0.1	r	manual
2020-10-15	23:01:06	45.0	17.85	0.1	i	manual
2020-10-15	23:01:51	45.0	18.37	0.1	r	manual
2020-10-15	23:01:51	45.0	18.0	0.1	i	manual
2020-10-15	23:02:36	45.0	18.53	0.1	r	manual
2020-10-15	23:02:36	45.0	18.02	0.1	i	manual
2020-10-15	23:03:21	45.0	18.45	0.1	r	manual
2020-10-15	23:03:21	45.0	18.06	0.1	i	manual
2020-10-15	23:04:06	45.0	18.41	0.1	r	manual
2020-10-15	23:04:06	45.0	18.34	0.1	i	manual
2020-10-15	23:04:51	45.0	18.71	0.1	r	manual
2020-10-15	23:05:35	45.0	18.85	0.1	r	manual
2020-10-15	23:05:35	45.0	18.21	0.1	i	manual
2020-10-15	23:06:20	45.0	18.26	0.1	i	manual
2020-10-15	23:43:50	147.0	20.69	0.28	white	manual
2020-10-16	00:03:35	197.0	20.33	0.16	white	manual
2020-10-16	00:00:10	197.0	20.47	0.33	b	manual
2020-10-16	14:12:53	3600.0	21.7	0.25	R	manual
2020-10-16	15:10:34	2160.0	21.85	0.14	r	manual
2020-10-16	15:20:52	2160.0	22.1	0.1	g	manual
2020-10-15	22:51:51	n/a	18.34	0.08	r	manual
2020-10-15	22:53:59	n/a	16.97	0.03	r	manual
2020-11-13	04:00:00	7200.0	23.5	0.1	r	manual
2020-10-16	20:17:57	n/a	21.69	0.05	R	manual
