z=   1.3140000e+00 0.
Total_Energy(erg)    4.1489960731983715e+05    2.2590898442167545e+04
Total_Energy_common(erg)            -NaN                      -NaN
T_min_T_max    3.9170267756736189e+03    1.0061495200713360e+05
