Time	Flux	Flux_err	Band
521.3	1.4536079458787476e-12	2.2582723962399714e-14	R
629.3	1.3147624387610612e-12	2.518541042858101e-14	R
739.0	1.2383610629680459e-12	2.1482365966968782e-14	R
848.7	1.1685499691864047e-12	1.709412520960288e-14	R
972.3	1.0805560226622375e-12	1.482578443521994e-14	R
1076.0	1.001030449913686e-12	1.827086481055534e-14	R
1185.7	9.385281176149912e-13	1.7978316952202435e-14	R
1294.6	8.839898700257281e-13	1.2128795713552978e-14	R
1443.2	8.06951230729346e-13	1.1804480544152376e-14	R
1624.6	7.44127386334986e-13	1.1560492226332893e-14	R
1808.7	6.836712045483954e-13	1.1240883504432963e-14	R
1998.7	6.398044970121571e-13	9.359375696366336e-15	R
2209.5	5.938097009459229e-13	9.225211378815159e-15	R
2388.4	5.536652777864358e-13	5.581070530157578e-15	R
2584.5	5.30697801252755e-13	6.31638967385322e-15	R
2779.8	5.06345888982416e-13	7.866405431262639e-15	R
3545.3	4.998587378975178e-13	1.0026585898444905e-14	R
3679.2	5.400665611895312e-13	1.0833108148556151e-14	R
3795.0	6.316075144213521e-13	1.1528136342224607e-14	R
4034.3	7.907647259884324e-13	1.5861822249888348e-14	R
4141.5	8.326208620088106e-13	1.2935294654512663e-14	R
4254.6	9.02084640507811e-13	1.4832024937754766e-14	R
4370.4	9.428601665762802e-13	1.9763275500532503e-14	R
4498.3	9.755449571895436e-13	1.69231853409117e-14	R
4614.9	1.0290756174321466e-12	1.505382561156739e-14	R
4730.7	1.0986194620858227e-12	1.806343942358528e-14	R
4846.5	1.1782766960621794e-12	1.4023903506629051e-14	R
5091.0	1.1728630063993528e-12	2.140716242255096e-14	R
5206.8	1.1815368969488563e-12	1.9426763225408315e-14	R
5646.5	1.2613839140407936e-12	3.098117771718815e-14	R
5739.9	1.299114075658453e-12	2.3711504132458595e-14	R
5838.3	1.3907442988697319e-12	1.781779724796138e-14	R
5936.8	1.3971636828841904e-12	2.4237181262417296e-14	R
6576.2	1.2895770283324828e-12	2.4702962132405035e-14	R
6691.1	1.2057222860481503e-12	1.9824418033108187e-14	R
6794.8	1.1793624289262008e-12	2.1525790252850618e-14	R
6905.4	1.1482786453863903e-12	2.3033136365172568e-14	R
7016.8	1.1398489100847386e-12	2.0804587255473107e-14	R
7124.0	1.1739437507739962e-12	1.930191714294077e-14	R
7236.3	1.147221528564819e-12	1.886255186788655e-14	R
7341.7	1.1047074638740536e-12	1.816353800668005e-14	R
8056.2	1.2236220325590821e-12	1.5676677087222345e-14	R
8502.1	1.1578366386733502e-12	1.483385442666134e-14	R
8944.4	1.0530458678453034e-12	1.253340042120143e-14	R
9384.2	9.891161393924803e-13	1.357118220293669e-14	R
9824.8	9.230968910757477e-13	1.3503516539930625e-14	R
10257.7	9.230968910757477e-13	1.2665364157790242e-14	R
10692.3	8.987673522972456e-13	1.2331550371393589e-14	R
11137.3	8.815506871567771e-13	1.0492256881773308e-14	R
11582.2	8.159194542693303e-13	9.711110925046197e-15	R
12028.9	8.387784969473267e-13	1.2270065489730973e-14	R
12471.3	8.418743704368234e-13	1.231535345383866e-14	R
12911.1	7.770470004030216e-13	9.955292224869791e-15	R
13350.0	7.407084315574781e-13	8.141537448825048e-15	R
14271.9	7.325668941086531e-13	1.0716349786070305e-14	R
14710.8	7.461863295126264e-13	9.559914600593219e-15	R
15285.3	7.379845814472583e-13	1.8788540031547922e-14	R
16262.5	7.047698038802649e-13	9.669804220828505e-15	R
16825.8	7.047698038802649e-13	9.669804220828505e-15	R
17223.3	6.54707458222254e-13	8.3879148430182e-15	R
17828.9	5.916260500646061e-13	9.191286973529146e-15	R
18337.0	5.541754572627585e-13	8.106751875689387e-15	R
18774.2	5.200526195505047e-13	7.135389439069553e-15	R
19285.6	5.129172301114352e-13	8.433356257716967e-15	R
19684.0	4.96646396011758e-13	8.165832118309595e-15	R
20325.0	4.729849132320341e-13	6.91905655919096e-15	R
20956.6	4.622184621608995e-13	8.43643770857601e-15	R
82337.8	2.7979972821188646e-14	9.623404280220824e-16	R
83119.7	2.7774566436965015e-14	1.0292778551115872e-15	R
91951.5	2.333712155459377e-14	8.648337489877822e-16	R
92720.5	2.2410280285723422e-14	1.0676820879555451e-15	R
107789.5	1.6354877226659188e-14	1.4390519196109228e-15	R
108578.3	1.6968649859873797e-14	1.6349383442208531e-15	R
167820.2	9.76443881206193e-15	8.591647752339259e-16	R
255354.6	4.146171750558174e-15	5.350071181175283e-16	R
257176.0	4.46320965921061e-15	6.115554691255241e-16	R
435111.6	2.7142340118112235e-15	3.28361199480929e-16	R
436923.4	3.0314282136679452e-15	4.153706961769609e-16	R
438734.3	2.4302294996320896e-15	3.71272444890595e-16	R
