Tstart(s)          Tend(s)      Tmid(s)  ErrorTime(s)  Exposure(s)    Filter       Magnitude    ErrorMagnitude      ErrMag+   ErrMag-    Sigma     Telescope           ReferenceUpperL  Calib   Galactic Extiction   Host     Corrected? Notes  
        36100.0            -9.0            -9.0    -9.000 11700.000 RB   24.500   0.2600  -9.0000  -9.0000  -9.0000 1.5D ruizvelasco07 0 NNN  0.000  0.000 0 nnn
        41100.0            -9.0            -9.0    -9.000   120.000 RB   24.000 100.0000  -9.0000  -9.0000  -9.0000 VLT ruizvelasco07 1 NNN  0.000  0.000 0 nnn
