Tstart(daltrigger) Tend    Terr Exposure Filter     Mag         Err   Err+   Err-   1sigma   Telescope       Reference  UpperLimit  LowerLimit
 4.6158e+03 -9. -9. -9.  120.0 ii    19.93 0.09 -9.     -9. -9. P60 cenko09 0 NNN 0. 0. 0 nnn
 4.7538e+03 -9. -9. -9.  120.0 ii    19.88 0.08 -9.	-9. -9. P60 cenko09 0 NNN 0. 0. 0 nnn
 4.8927e+03 -9. -9. -9.  120.0 ii    20.00 0.08 -9.	-9. -9. P60 cenko09 0 NNN 0. 0. 0 nnn
 5.1691e+03 -9. -9. -9.  120.0 RC    19.96 0.09 -9.	-9. -9. P60 cenko09 0 NNN 0. 0. 0 nnn
 5.3073e+03 -9. -9. -9.  120.0 RC    19.96 0.10 -9.	-9. -9. P60 cenko09 0 NNN 0. 0. 0 nnn
 6.2769e+03 -9. -9. -9.  120.0 ii    20.00 0.08 -9.	-9. -9. P60 cenko09 0 NNN 0. 0. 0 nnn
 6.4149e+03 -9. -9. -9.  120.0 ii    20.44 0.12 -9.	-9. -9. P60 cenko09 0 NNN 0. 0. 0 nnn
 6.5530e+03 -9. -9. -9.  120.0 ii    20.20 0.10 -9.	-9. -9. P60 cenko09 0 NNN 0. 0. 0 nnn
 5.3073e+03 -9. -9. -9.  120.0 RC    19.96 0.10 -9.	-9. -9. P60 cenko09 0 NNN 0. 0. 0 nnn
 5.5869e+03 -9. -9. -9.  360.0 zz    20.49 0.25 -9.	-9. -9. P60 cenko09 0 NNN 0. 0. 0 nnn
 6.6913e+03 -9. -9. -9.  120.0 RC    20.04 0.10 -9.	-9. -9. P60 cenko09 0 NNN 0. 0. 0 nnn
 6.8293e+03 -9. -9. -9.  120.0 RC    20.23 0.12 -9.	-9. -9. P60 cenko09 0 NNN 0. 0. 0 nnn
 6.9675e+03 -9. -9. -9.  120.0 RC    20.43 0.12 -9.	-9. -9. P60 cenko09 0 NNN 0. 0. 0 nnn
 7.2469e+03 -9. -9. -9.  360.0 zz    19.96 0.14 -9.	-9. -9. P60 cenko09 0 NNN 0. 0. 0 nnn
 7.9374e+03 -9. -9. -9.  120.0 ii    20.66 0.14 -9.	-9. -9. P60 cenko09 0 NNN 0. 0. 0 nnn
 8.0754e+03 -9. -9. -9.  120.0 ii    20.32 0.10 -9.	-9. -9. P60 cenko09 0 NNN 0. 0. 0 nnn
 8.2135e+03 -9. -9. -9.  120.0 ii    20.31 0.10 -9.	-9. -9. P60 cenko09 0 NNN 0. 0. 0 nnn
 8.3516e+03 -9. -9. -9.  120.0 RC    20.63 0.15 -9.	-9. -9. P60 cenko09 0 NNN 0. 0. 0 nnn
