Tstart(s)          Tend(s)      Tmid(s)  ErrorTime(s)  Exposure(s)    Filter       Magnitude    ErrorMagnitude      ErrMag+   ErrMag-    Sigma     Telescope           ReferenceUpperL  Calib   Galactic Extiction   Host     Corrected? Notes  
         2798.6            -9.0            -9.0    -9.000    40.000 ii   20.730   0.3200  -9.0000  -9.0000  -9.0000 FTN melandri09 0 SDSS  0.050  0.000 0 E(B-V)=0.028
         3221.9            -9.0            -9.0    -9.000    60.000 ii   20.580   0.1700  -9.0000  -9.0000  -9.0000 FTN melandri09 0 SDSS  0.050  0.000 0 E(B-V)=0.028
         3636.9            -9.0            -9.0    -9.000   120.000 ii   20.900   0.1600  -9.0000  -9.0000  -9.0000 FTN melandri09 0 SDSS  0.050  0.000 0 E(B-V)=0.028
         4350.3            -9.0            -9.0    -9.000   180.000 ii   20.960   0.1400  -9.0000  -9.0000  -9.0000 FTN melandri09 0 SDSS  0.050  0.000 0 E(B-V)=0.028
         4884.3            -9.0            -9.0    -9.000   120.000 ii   20.960   0.1600  -9.0000  -9.0000  -9.0000 FTN melandri09 0 SDSS  0.050  0.000 0 E(B-V)=0.028
         5543.9            -9.0            -9.0    -9.000   180.000 ii   21.580   0.3000  -9.0000  -9.0000  -9.0000 FTN melandri09 0 SDSS  0.050  0.000 0 E(B-V)=0.028
          454.7            -9.0            -9.0    -9.000    60.000 ii   18.710   0.0500  -9.0000  -9.0000  -9.0000 P60 cenko09 0 NNN  0.000  0.000 0 nnn
          766.9            -9.0            -9.0    -9.000    60.000 ii   18.660   0.0500  -9.0000  -9.0000  -9.0000 P60 cenko09 0 NNN  0.000  0.000 0 nnn
         1081.4            -9.0            -9.0    -9.000    60.000 ii   18.980   0.0700  -9.0000  -9.0000  -9.0000 P60 cenko09 0 NNN  0.000  0.000 0 nnn
         1501.3            -9.0            -9.0    -9.000   120.000 ii   19.170   0.0600  -9.0000  -9.0000  -9.0000 P60 cenko09 0 NNN  0.000  0.000 0 nnn
         2225.1            -9.0            -9.0    -9.000   120.000 ii   20.030   0.1100  -9.0000  -9.0000  -9.0000 P60 cenko09 0 NNN  0.000  0.000 0 nnn
         2966.1            -9.0            -9.0    -9.000   120.000 ii   20.360   0.1600  -9.0000  -9.0000  -9.0000 P60 cenko09 0 NNN  0.000  0.000 0 nnn
         5271.5            -9.0            -9.0    -9.000   720.000 ii   21.010   0.1500  -9.0000  -9.0000  -9.0000 P60 cenko09 0 NNN  0.000  0.000 0 nnn
        71160.0            -9.0            -9.0    -9.000  2160.000 ii   22.700 100.0000  -9.0000  -9.0000  -9.0000 P60 cenko09 1 NNN  0.000  0.000 0 nnn
