T_start(s)	T_end(s)	Midtime(s)	Exp_time(s)	Mag	MagErr	Filter	Telescope	Source
2660.	-9.	-9.	99.8	19.4	0.3	v	UVOT	foley06
13800.	-9.	-9.	689.	20.3	0.25	v	UVOT	foley06
40900.	-9.	-9.	900.	20.82	0.25	v	UVOT	foley06
70800.	-9.	-9.	900.	21.03	0.25	v	UVOT	foley06
2710.	-9.	-9.	-9.	19.4	100.	v	UVOT	foley06
14100.	-9.	-9.	-9.	20.3	100.	v	UVOT	foley06
29300.	-9.	-9.	-9.	18.5	100.	VJ	REM	foley06
35000.	-9.	-9.	-9.	21.4	100.	VJ	PROMPT	foley06
40100.	-9.	-9.	-9.	20.82	100.	v	UVOT	foley06
44700.	-9.	-9.	-9.	22.07	0.17	VJ	Kuiper	foley06
47700.	-9.	-9.	-9.	21.7	100.	VJ	PROMPT	foley06
55100.	-9.	-9.	-9.	22.62	0.19	VJ	Kuiper	foley06
65100.	-9.	-9.	-9.	21.03	100.	v	UVOT	foley06
139000.	-9.	-9.	-9.	23.48	0.61	VJ	Kuiper	foley06
230000.	-9.	-9.	-9.	24.07	0.18	VJ	Keck	foley06
6.	-9.	-9.	-9.	11.	100.	RC	WIDGET	foley06
106.	-9.	-9.	-9.	10.9	100.	RC	WIDGET	foley06
87.3	-9.	-9.	-9.	16.2	100.	RC	ART	foley06
359.	-9.	-9.	-9.	16.2	100.	RC	ART	foley06
631.	-9.	-9.	-9.	17.	100.	RC	ART	foley06
1150.	-9.	-9.	-9.	19.1	100.	RC	Kiso	foley06
5170.	-9.	-9.	-9.	17.8	100.	RC	Mitsume	foley06
8640.	-9.	-9.	-9.	20.4	0.2	RC	ARIES	foley06
11200.	-9.	-9.	-9.	20.	100.	RC	TLS	foley06
13400.	-9.	-9.	-9.	21.01	0.07	RC	RTT150	foley06
13900.	-9.	-9.	-9.	20.5	100.	RC	SAO	foley06
15700.	-9.	-9.	-9.	21.1	0.05	RC	RTT150	foley06
17400.	-9.	-9.	-9.	21.25	0.2	RC	Mercator	foley06
17600.	-9.	-9.	-9.	21.25	0.05	RC	RTT150	foley06
19400.	-9.	-9.	-9.	21.27	0.05	RC	RTT150	foley06
20800.	-9.	-9.	-9.	21.44	0.06	RC	RTT150	foley06
23600.	-9.	-9.	-9.	21.37	0.06	RC	RTT150	foley06
24700.	-9.	-9.	-9.	21.5	0.06	RC	RTT150	foley06
28100.	-9.	-9.	-9.	21.58	0.1	RC	Magellan	foley06
29300.	-9.	-9.	-9.	18.3	100.	RC	REM	foley06
29700.	-9.	-9.	-9.	21.64	0.07	RC	RTT150	foley06
31500.	-9.	-9.	-9.	21.6	0.07	RC	RTT150	foley06
41300.	-9.	-9.	-9.	21.89	0.15	RC	Kuiper	foley06
46300.	-9.	-9.	-9.	22.3	0.3	RC	Mercator	foley06
49900.	-9.	-9.	-9.	21.96	0.13	RC	Kuiper	foley06
99000.	-9.	-9.	-9.	22.55	0.35	RC	MAO	foley06
435000.	-9.	-9.	-9.	23.7	0.2	RC	RTT150	foley06
18800.	-9.	-9.	-9.	20.4	0.3	IC	MAO	foley06
28100.	-9.	-9.	-9.	21.05	0.12	IC	Magellan	foley06
29300.	-9.	-9.	-9.	17.9	100.	IC	REM	foley06
