Time	Flux	Flux_err	Band
109.25079	3.882283876806761e-12	1.7049480919675718e-13	R
132.84654	3.4699825300217763e-12	1.5238813753587578e-13	R
155.34269	3.3175943924859005e-12	1.456958431912394e-13	R
178.13071	2.9652634760683973e-12	1.302228395998253e-13	R
200.30612	2.7105366775315685e-12	1.1903622927148405e-13	R
225.24213	2.422675728121668e-12	1.063944958995325e-13	R
248.37762	2.422675728121668e-12	1.063944958995325e-13	R
268.58561	2.2145591688014338e-12	9.725482600470918e-14	R
290.43772	2.1653858190824956e-12	9.509532372617093e-14	R
314.06772	1.9354202838854304e-12	1.2608401746430233e-13	R
339.62025	1.8504241521012723e-12	8.126343223646111e-14	R
360.13993	1.8504241521012723e-12	8.126343223646111e-14	R
381.89941	1.617183450423052e-12	7.102040772011125e-14	R
404.97358	1.5461630427029407e-12	6.790146762001896e-14	R
429.44189	1.3819594128076629e-12	6.069028280284154e-14	R
455.38855	1.2919309077898256e-12	5.673658099422455e-14	R
473.55153	1.3819594128076629e-12	6.069028280284154e-14	R
502.16328	1.154716278540919e-12	7.522462621792288e-14	R
522.19185	1.0555219967426977e-12	6.876256024561725e-14	R
575.82821	1.0320845772268568e-12	6.723571667775866e-14	R
647.51279	8.623812159173096e-13	5.6180297992082516e-14	R
728.12135	7.369453592007016e-13	4.800871020797792e-14	R
802.90952	6.736391020802844e-13	5.78680219235172e-14	R
885.37948	6.297545127647176e-13	5.409817785007402e-14	R
957.4139	5.030964910925998e-13	3.2774497248631527e-14	R
1035.30904	5.030964910925998e-13	3.2774497248631527e-14	R
1119.54172	4.703219938439683e-13	4.9948534841291633e-14	R
1210.62756	4.396826092206848e-13	4.6694610103764003e-14	R
1283.77308	3.842618668066331e-13	3.300947653434726e-14	R
1361.33801	3.6738658005746487e-13	3.901671968228384e-14	R
1443.58938	3.4345297950476045e-13	3.647495404782178e-14	R
1501.16634	3.6738658005746487e-13	3.155982870281491e-14	R
1898.18984	2.623247624744455e-13	2.785907890698241e-14	R
2545.23672	1.95913015025462e-13	2.080610344603232e-14	R
3156.06863	1.831501540522543e-13	1.945067840884712e-14	R
3837.70978	1.9156284938615214e-13	2.0344112718733452e-14	R
4400.68327	1.7121873666741869e-13	1.8183553280205958e-14	R
5046.24224	1.6741689703486622e-13	2.1102423729641236e-14	R
5900.76945	1.5303518338721273e-13	1.9289649626630933e-14	R
7036.2582	1.2787195007041062e-13	1.8599347146081012e-14	R
8227.77336	1.0447377517829176e-13	1.7178389453403146e-14	R
9434.74796	1.0927260292432961e-13	1.589401799398843e-14	R
10609.27525	1.0215397918653224e-13	1.679695058100784e-14	R
27122.45699	7.802383419286957e-14	6.702528006000062e-15	R
27658.05259	7.979566314425897e-14	1.0058016396679376e-14	R
37818.36091	3.889692668419734e-14	3.341385912972598e-15	R
39326.73033	4.655124368587026e-14	3.03260633917272e-15	R
45095.7717	3.889692668419734e-14	3.341385912972598e-15	R
46894.39758	3.0383883926963635e-14	1.9793748074139266e-15	R
48764.7609	2.970922263490666e-14	1.3047135153569525e-15	R
50709.72288	2.596445961621636e-14	1.1402580874133863e-15	R
52732.25884	2.2187853428569342e-14	1.4454398987525743e-15	R
55918.31577	1.8127724333512042e-14	1.1809405587432425e-15	R
140186.0585	3.4410524176916787e-15	9.282213764957872e-16	R
219803.1502	1.7942513773827517e-15	5.69355174659684e-16	R
