time_sec	flux	flux_err	band	logF	logT	mag	mag_err	source
3348.0	2.958206813226366e-13	4.23066551549772e-14	J	-12.544315590770628	3.5247854493212225	17.7	0.1	manual
8856.0	4.4380558824346144e-14	1.0219001316768477e-14	R	-13.399748565630324	3.9472376078706666	21.39	0.25	manual
35604.0	4.499995786047152e-14	8.402212851646255e-15	i	-13.383535878994191	4.551498792364467	21.3	0.2	manual
3564.0	2.697916678718949e-13	3.858412807823178e-14	J	-12.584315590770627	3.5519376953648374	17.8	0.1	manual
3564.0	1.9159104486151402e-13	5.3356446765205695e-14	K	-12.724160654992565	3.5519376953648374	16.4	0.2	manual
6048.0	2.2440293508120657e-13	3.209287987505851e-14	J	-12.664315590770627	3.78161178249315	18.0	0.1	manual
9792.0	1.5524890045429047e-13	3.326178841207383e-14	J	-12.824315590770627	3.990871404801486	18.4	0.2	manual
63184.0	9.799248393818025e-15	1.083052957159259e-15	R	-14.055748565630322	4.800607116392469	23.03	0.12	manual
65431.0	2.164994832049822e-14	1.6119782989407514e-15	I	-13.69711423084009	4.815783557791304	21.59	0.07	manual
3564.0	2.100439366633494e-13	3.853414149918926e-14	H	-12.687407074366147	3.5519376953648374	17.2	0.1	manual
6048.0	1.453149006374403e-13	2.6659112526911727e-14	H	-12.84740707436615	3.78161178249315	17.6	0.1	manual
