time_sec	mag	mag_err	band	source
5845.8	17.60888866441977	0.085549	r	nissim
7240.6	17.86235366441977	0.079266	r	nissim
7743.6	18.07615766441977	0.104059	r	nissim
8038.8	18.12348866441977	0.103885	r	nissim
8334.4	17.73300166441977	0.076292	r	nissim
8842.9	18.07758066441977	0.046317	r	nissim
9143.7	18.153063664419772	0.051522	r	nissim
9240.2	18.13841966441977	0.051443	r	nissim
9545.2	18.262763664419772	0.05976	r	nissim
9641.7	18.32727066441977	0.063175	r	nissim
9930.9	17.97924066441977	0.057801	r	nissim
10428.4	18.37525166441977	0.094901	r	nissim
10171.7	17.80767766441977	0.044062	r	nissim
6637.3	16.878443232465983	0.094444	i	nissim
7240.6	17.274010232465983	0.076534	i	nissim
7640.1	17.258397232465985	0.078191	i	nissim
7743.7	17.249705232465985	0.087353	i	nissim
8038.8	17.487016232465983	0.098424	i	nissim
8842.9	17.507585232465985	0.044495	i	nissim
9240.2	17.508205232465983	0.048749	i	nissim
9641.8	17.563494232465985	0.058846	i	nissim
10428.4	17.824141232465983	0.098318	i	nissim
10370.95	17.774779232465985	0.043291	i	nissim
7246.05	16.61573474711692	0.089203	Z	nissim
7648.1	16.75122474711692	0.097599	Z	nissim
8447.1	17.099607747116924	0.119908	Z	nissim
8849.150000000001	16.871273747116923	0.058142	Z	nissim
9648.150000000001	17.03843574711692	0.074044	Z	nissim
10128.1	16.998905747116922	0.060867	Z	nissim
10128.1	17.69024866781449	0.213979	Y	nissim
7246.05	16.277181586465478	0.100578	J	nissim
8046.1	16.051719586465477	0.110581	J	nissim
8448.1	16.692478586465477	0.120234	J	nissim
8850.150000000001	16.610010586465478	0.080063	J	nissim
9245.150000000001	16.92959658646548	0.103082	J	nissim
9648.150000000001	16.62084658646548	0.085036	J	nissim
10125.6	16.831559586465477	0.047801	J	nissim
10125.6	15.49590338832581	0.22589	H	nissim
