Time	Flux	Flux_err	Band
6053.184	4.588252271624015e-13	1.3549426971378058e-13	R
14282.784	4.142354743318486e-13	3.797733656045347e-15	R
15024.96	4.033177059657956e-13	3.697638954017388e-15	R
15132.96	3.974177756702771e-13	3.643548067939291e-15	R
15873.408	3.823378452809671e-13	3.5052944351175543e-15	R
15963.264	3.819858612312814e-13	3.5020674259523478e-15	R
16053.12	3.8093185212949195e-13	3.4924042124236715e-15	R
16142.976	3.777872426363818e-13	3.463574259300112e-15	R
16500.672	3.719180775419272e-13	3.4097654302814603e-15	R
16753.824	3.6614009366011827e-13	3.356792555643501e-15	R
17171.136	3.564899478377365e-13	3.2683194869518725e-15	R
29261.088	2.59207335800694e-13	0.0	R
32380.992	1.8777911516925582e-13	2.1189744211681677e-14	R
57520.8		1.3603394357967237e-13	2.797834131344863e-14	R
64359.36	1.6354877226659186e-13	0.0	R
64540.8		1.0319229904232443e-13	1.7360683242125783e-14	R
81021.6		7.008858436766569e-14	1.2792608355274198e-15	R
81112.32	7.067198476579197e-14	1.2899090928358878e-15	R
81202.176	7.008858436766569e-14	1.2792608355274198e-15	R
81292.032	7.015316807681879e-14	1.2804396210665794e-15	R
5002200.0	2.8421519198582633e-15	3.438363860487278e-16	R
