Time (s)     Err_Time (s)     Flux (erg/cm^2/s/A)    Err_Flux (Jy)
            220.0000               5.0000    4.7119949727227788e-03    7.8118341802535648e-04
            304.0000               5.0000    3.3205101809683202e-03    5.5049453740353899e-04
            424.0000               5.0000    2.3184877940104218e-03    4.0572718457109575e-04
            473.0000               5.0000    1.8586807985679847e-03    3.2526258251931722e-04
            557.0000               5.0000    1.4628668916800158e-03    2.6947004758283639e-04
            642.0000               5.0000    1.4099535671257483e-03    2.5972305271508773e-04
            726.0000               5.0000    1.2508487815382338e-03    2.3041486726994013e-04
            810.0000               5.0000    9.3154707804167037e-04    1.8017718407388223e-04
            895.0000               5.0000    1.0894437430179233e-03    2.1071710754171774e-04
            980.0000               5.0000    1.0597533760455316e-03    2.1473517086384293e-04
          12469.0000             450.0000    1.2280181758323684e-04    1.9227791703590053e-05
          28761.0000              97.0000    4.1039757672242849e-05    1.1339704434789789e-05
          29830.0000             450.0000    4.3371534517626987e-05    7.9893321372413933e-06
          41419.0000             379.0000    1.4361664628715143e-05    7.1428944607154689e-06
