time_sec	flux	flux_err	band	logF	logT	mag	mag_err
101526.0	2.0713402021239567e-13	3.052439726035133e-14	R	-12.683748565630324	5.006577275850753	19.6	0.16
38171.0	8.09603950443038e-13	2.993898176118188e-14	r	-12.091727381369608	4.581733537701078	18.33	0.04
27326.0	1.1919318761141453e-12	8.78247862337554e-14	R	-11.923748565630323	4.43657606399906	17.7	0.08
30229.0	1.0870547907899257e-12	7.008501238313804e-14	R	-11.963748565630324	4.48042378059941	17.8	0.07
115459.0	1.8040618984622362e-13	1.3292819309560584e-14	R	-12.743748565630325	5.06242779171828	19.75	0.08
122357.0	1.446347398017619e-13	1.3329372926001399e-14	r	-12.83972738136961	5.087628820229788	20.2	0.1
678341.0	7.87539995152328e-15	7.982833221384054e-16	r	-14.103727381369609	5.8314480673018405	23.36	0.11
680069.0	7.656875540967151e-15	7.976174912163498e-16	i	-14.115948412108162	5.832552978587125	23.17	0.11
42038.12	2.868526330104607e-13	4.4769326301659094e-14	H	-12.54234115938912	4.623643285570225	17.04	0.1
21649.0	1.5144377769632656e-12	6.974243699005314e-14	R	-11.819748565630324	4.335437840434784	17.44	0.05
28324.0	1.1594484234213032e-12	7.475240236422956e-14	R	-11.935748565630323	4.452154585714663	17.73	0.07
33504.0	9.041727921826536e-13	1.1658834839515255e-13	R	-12.043748565630324	4.5250966599987485	18.0	0.14
39632.0	8.246153871212784e-13	9.873484908762643e-14	R	-12.083748565630323	4.598045989241761	18.1	0.13
