time_sec	flux	flux_err	band	logF	logT	mag	mag_err
40276.0	1.242269662311498e-13	5.724297680138257e-15	r	-12.905784120631287	4.605046332184747	20.36	0.05
105853.9	3.910672382645404e-14	3.6018623727451256e-15	R	-13.407748565630323	5.02470686346339	21.41	0.1
189302.0	4.327643069980018e-14	1.195771970488197e-14	R	-13.363748565630322	5.277155202365146	21.3	0.3
20797.0	1.2253253949018023e-13	3.3856991860415184e-15	R	-12.911748565630324	4.318000691817921	20.17	0.03
21362.0	1.1488185363813841e-13	5.290504872854026e-15	R	-12.939748565630323	4.329641910730211	20.24	0.05
21592.0	1.393963603252664e-13	6.419439626051701e-15	R	-12.855748565630323	4.3342928715484605	20.03	0.05
28987.0	1.1488185363813841e-13	4.23240389828322e-15	R	-12.939748565630323	4.462203270516635	20.24	0.04
10636.0	3.1933861278271466e-13	3.823582512936558e-14	R	-12.495748565630322	4.026778328659529	19.13	0.13
279363.8	1.4330173031388455e-14	2.639715424168028e-15	R	-13.843748565630323	5.446170129484694	22.5	0.2
273672.0	2.680719875817004e-13	1.9752273998557065e-14	R	-12.571748565630323	5.437230366034372	19.32	0.08
1104.0	6.29442074752049e-13	2.0302486252676726e-13	v	-12.20104423024722	3.0429690733931802	18.72	0.35
1004.0	8.209474298677745e-13	1.9926626393646944e-13	u	-12.085684652441245	3.0017337128090005	18.8	0.26
20113.0	1.7548962032509396e-14	2.262846788920179e-15	R	-13.755748565630325	4.303476853603883	22.28	0.14
