date	time	exp	mag	magerr	band	source
2014-09-07	18:12:13.4	540.0	19.0	0.2	white	manual
2014-09-07	19:23:43.6	1260.0	19.4	0.2	white	manual
2014-09-07	16:08:55.85	150.0	16.66	0.04	white	manual
2014-09-07	16:12:29.85	213.0	16.61	0.06	u	manual
2014-09-07	23:54:47	300.0	19.65	0.2	R	manual
2014-09-08	08:52:48	360.0	21.54	0.17	g	manual
2014-09-08	08:52:48	360.0	20.92	0.15	r	manual
2014-09-08	08:52:48	240.0	20.42	0.16	i	manual
2014-09-07	16:19:12.84	n/a	16.7	0.2	R	manual
2014-09-07	16:20:23.71	n/a	16.7	0.2	R	manual
2014-09-07	16:21:33.70	n/a	16.7	0.2	R	manual
2014-09-07	16:22:42.82	n/a	16.9	0.2	R	manual
2014-09-07	16:23:52.8	n/a	17.0	0.2	R	manual
2014-09-07	16:25:01.92	n/a	17.1	0.2	R	manual
2014-09-07	16:26:11.04	n/a	17.0	0.2	R	manual
2014-09-07	16:27:20.16	n/a	16.9	0.2	R	manual
2014-09-07	16:28:30.14	n/a	17.2	0.2	R	manual
2014-09-10	11:28:00	720.0	22.79	0.07	r	manual
2014-09-07	17:09:16	360.0	19.2	0.2	g	manual
2014-09-07	17:09:16	360.0	18.2	0.2	Rc	manual
2014-09-07	17:09:16	360.0	17.3	0.1	Ic	manual
2014-09-07	19:07:32	600.0	17.5	0.2	J	manual
2014-09-07	19:07:32	600.0	17.0	0.1	K	manual
2014-09-07	19:07:32	600.0	16.6	0.3	K	manual
2014-09-07	17:33:41	600.0	18.94	0.08	R	manual
2014-09-07	23:22:46	600.0	20.22	0.07	R	manual
2014-09-08	15:38:52	4920.0	21.26	0.08	R	manual
2014-09-09	14:35:11	7200.0	22.5	0.2	R	manual
2014-09-07	16:27:01	540.0	18.2	0.2	g	manual
2014-09-07	16:27:01	540.0	17.2	0.1	Rc	manual
2014-09-07	16:27:01	540.0	16.6	0.1	Ic	manual
2014-09-07	16:23:22	540.0	17.97	0.05	g	manual
2014-09-07	16:23:22	540.0	17.07	0.03	Rc	manual
2014-09-07	16:23:22	540.0	16.44	0.03	Ic	manual
2014-09-07	19:34:36	540.0	19.73	0.12	g	manual
2014-09-07	19:34:36	540.0	19.36	0.11	Rc	manual
2014-09-07	19:34:36	540.0	18.48	0.11	Ic	manual
