T_start(s)	T_end(s)	Midtime(s)	Exp_time(s)	Mag	MagErr	Filter	Telescope	Source
-9.	-9.	2780.	147.	20.47	-9.	white	UVOT	holland11
-9.	-9.	3380.	197.	20.64	-9.	white	UVOT	holland11
-9.	-9.	4810.	197.	19.41	-9.	white	UVOT	holland11
-9.	-9.	102000.	3220.	23.2	100.	white	UVOT	holland11
-9.	-9.	3790.	197.	19.02	-9.	v	UVOT	holland11
-9.	-9.	8660.	197.	18.69	-9.	v	UVOT	holland11
-9.	-9.	15400.	295.	18.76	-9.	v	UVOT	holland11
-9.	-9.	15700.	295.	18.66	-9.	v	UVOT	holland11
-9.	-9.	16000.	295.	18.75	-9.	v	UVOT	holland11
-9.	-9.	32900.	295.	20.06	-9.	v	UVOT	holland11
-9.	-9.	33200.	295.	19.98	-9.	v	UVOT	holland11
-9.	-9.	62900.	44.	19.1	100.	v	UVOT	holland11
-9.	-9.	102000.	3000.	21.8	100.	v	UVOT	holland11
-9.	-9.	223000.	9630.	22.2	100.	v	UVOT	holland11
-9.	-9.	313000.	9420.	22.2	100.	v	UVOT	holland11
-9.	-9.	499000.	6800.	21.8	100.	v	UVOT	holland11
-9.	-9.	597000.	11400.	22.1	100.	v	UVOT	holland11
-9.	-9.	640000.	17900.	22.4	100.	v	UVOT	holland11
-9.	-9.	726000.	14800.	22.2	100.	v	UVOT	holland11
-9.	-9.	3170.	197.	20.5	100.	b	UVOT	holland11
-9.	-9.	4610.	197.	20.08	-9.	b	UVOT	holland11
-9.	-9.	22100.	295.	20.44	-9.	b	UVOT	holland11
-9.	-9.	22400.	219.	20.67	-9.	b	UVOT	holland11
-9.	-9.	39600.	295.	21.4	100.	b	UVOT	holland11
-9.	-9.	101000.	3220.	22.2	100.	b	UVOT	holland11
-9.	-9.	2970.	197.	20.	100.	u	UVOT	holland11
-9.	-9.	101000.	321.	20.3	100.	u	UVOT	holland11
-9.	-9.	4200.	197.	20.4	100.	uvw1	UVOT	holland11
-9.	-9.	3990.	197.	20.	100.	uvm2	UVOT	holland11
-9.	-9.	3580.	197.	20.4	100.	uvw2	UVOT	holland11
330.	-9.	-9.	30.	16.42	0.16	RC	REM	holland11
370.	-9.	-9.	30.	16.75	0.21	RC	REM	holland11
410.	-9.	-9.	30.	16.89	0.24	RC	REM	holland11
448.	-9.	-9.	30.	16.83	0.22	RC	REM	holland11
487.	-9.	-9.	30.	16.78	0.22	RC	REM	holland11
527.	-9.	-9.	30.	16.91	0.24	RC	REM	holland11
566.	-9.	-9.	30.	16.95	0.25	RC	REM	holland11
605.	-9.	-9.	30.	17.11	0.29	RC	REM	holland11
645.	-9.	-9.	30.	16.98	0.26	RC	REM	holland11
683.	-9.	-9.	30.	16.88	0.24	RC	REM	holland11
722.	-9.	-9.	30.	16.87	0.23	RC	REM	holland11
763.	-9.	-9.	30.	16.94	0.25	RC	REM	holland11
802.	-9.	-9.	30.	16.89	0.24	RC	REM	holland11
841.	-9.	-9.	30.	17.11	0.29	RC	REM	holland11
894.	-9.	-9.	60.	17.16	0.16	RC	REM	holland11
964.	-9.	-9.	60.	17.14	0.16	RC	REM	holland11
1030.	-9.	-9.	60.	17.48	0.22	RC	REM	holland11
1100.	-9.	-9.	60.	17.44	0.21	RC	REM	holland11
1200.	-9.	-9.	120.	17.38	0.12	RC	REM	holland11
1330.	-9.	-9.	120.	17.49	0.13	RC	REM	holland11
1630.	-9.	-9.	60.	17.5	0.22	RC	REM	holland11
1700.	-9.	-9.	60.	17.55	0.23	RC	REM	holland11
1770.	-9.	-9.	60.	17.69	0.26	RC	REM	holland11
1870.	-9.	-9.	120.	17.88	0.18	RC	REM	holland11
2000.	-9.	-9.	120.	17.99	0.2	RC	REM	holland11
89.2	-9.	-9.	-9.	15.92	-9.	CR	ROTSE	holland11
97.1	-9.	-9.	-9.	16.03	-9.	CR	ROTSE	holland11
105.	-9.	-9.	-9.	15.99	-9.	CR	ROTSE	holland11
113.	-9.	-9.	-9.	16.02	-9.	CR	ROTSE	holland11
121.	-9.	-9.	-9.	15.89	-9.	CR	ROTSE	holland11
