time_sec	flux	flux_err	band	logF	logT	mag	mag_err
1524501.216	5.202971348755471e-17	9.584227413535578e-18	R	-16.283748565630326	6.1831277751112905	28.6	0.2
2086965.216	4.0403056889161685e-17	1.126512434438309e-17	V	-16.393585774991603	6.319515210625037	29.3	0.3
137349.216	4.171107994731883e-15	6.530945141157786e-16	R	-14.379748565630322	5.137826184776999	23.84	0.17
9225.216	5.704944639068085e-13	2.1017792771639152e-13	R	-12.243748565630323	3.9649765435584556	18.5	0.4
6035.216	7.390119045193333e-13	3.1310135426000946e-14	R	-12.131348565630324	3.780692818083639	18.219	0.046
6399.216	6.42467901085631e-13	5.384786722831687e-14	R	-12.192148565630323	3.806126769651022	18.371	0.091
6775.216	6.395160292151011e-13	4.829931447972711e-14	R	-12.194148565630323	3.830923145467143	18.376	0.082
163787.216	3.0533370620156613e-15	6.414034373479901e-16	r'	-14.51522525069859	5.214280000981631	24.398	0.228
137781.216	6.141174449640808e-15	1.4140576741218838e-15	R	-14.211748565630323	5.139190013336433	23.42	0.25
151608.216	5.1423527215965156e-15	1.2840974212744923e-15	Ks	-14.28883813776914	5.180722737356576	20.55	0.13
161973.216	1.4049555727170697e-14	2.1881047817711987e-15	I	-13.852337408733195	5.209443205251891	21.94	0.16
238008.216	1.4560016335505526e-15	5.899081469588121e-16	Ks	-14.83683813776914	5.376591949081202	21.92	0.37
244917.216	2.8330317020604683e-15	1.1741933817259169e-15	R	-14.547748565630323	5.389019314120263	24.26	0.45
