89.4	15.	1.1611685961710522e-12	2.032004078494342e-13
167.6	15.	1.5166846225681086e-12	1.8159936616819598e-13
186.	5.	1.4618246581127915e-12	6.73195152648212e-14
207.	5.	1.5307183328050751e-12	4.229531179386988e-14
228.	5.	1.663011621353978e-12	4.595071054849154e-14
246.2	15.	1.82345598524997e-12	2.0153580913142886e-13
295.	5.	1.857356563581169e-12	8.553443317589106e-14
317.	5.	1.944891082970185e-12	7.165243750503149e-14
339.	5.	1.8918874007288605e-12	5.227478222338038e-14
354.2	15.	1.944891082970185e-12	2.1495731251509447e-13
432.9	15.	1.840328215999899e-12	1.864505472881413e-13
511.1	15.	1.8067384400436177e-12	2.1632879417481026e-13
590.5	15.	1.82345598524997e-12	2.183304598923813e-13
609.	15.	1.8745424725250562e-12	6.906069884283994e-14
663.6	15.	1.8067384400436177e-12	1.3312541179988323e-13
732.7	15.	1.709603051429516e-12	1.4171423812137214e-13
802.7	15.	1.7254218139375668e-12	1.5891722649087134e-13
864.	15.	1.7901741622152336e-12	6.595245533511218e-14
871.8	15.	1.840328215999899e-12	1.5255044778120652e-13
971.1	30.	1.757499800919924e-12	8.093585918073914e-14
1099.9	30.	1.6783992786609224e-12	9.275177448940869e-14
1204.	30.	1.7737617466010734e-12	8.1684749476468e-14
1403.1	15.	1.4618246581127915e-12	1.481029335826066e-13
1471.4	15.	1.5736033946125135e-12	1.4493423292113858e-13
1540.5	15.	1.502779574161849e-12	1.5225222958594902e-13
1559.	30.	1.5591765117597746e-12	4.308164036012481e-14
1640.7	30.	1.5591765117597746e-12	8.616328072024962e-14
1769.5	30.	1.3579859692618409e-12	8.755259350134353e-14
1918.	30.	1.3705512589172705e-12	5.049297582106164e-14
2268.	30.	1.2047454147443636e-12	4.4384462603229004e-14
2622.	30.	1.0786865940429982e-12	2.98052129155011e-14
2890.	738.	1.0113355669833994e-12	1.8629490140709456e-14
2967.	30.	9.658179677861658e-13	2.6686537430292552e-14
3312.	30.	8.647593768662418e-13	3.982364215042026e-14
3659.	30.	7.671764787843042e-13	2.1197870095175332e-14
4579.	150.	5.81962870499481e-13	2.144030510183178e-14
4688.	15.	5.81962870499481e-13	2.144030510183178e-14
4699.	707.	5.81962870499481e-13	1.072015255091589e-14
6006.	229.5	4.254957977728708e-13	7.837922474304828e-15
6786.	229.5	3.5718669573105327e-13	6.579622277462601e-15
30383.	100.	8.182674292808097e-14	4.521913053563379e-15
30605.	100.	7.394269307173983e-14	4.086224344901618e-15
30828.	100.	7.326478237682566e-14	4.048761614371369e-15
31050.	100.	7.259308680461299e-14	4.0116423442242155e-15
31271.	100.	7.192754937451242e-14	3.974863385596327e-15
31494.	100.	7.742750488831673e-14	4.278802168223279e-15
31717.	100.	7.394269307173983e-14	4.086224344901618e-15
31940.	100.	8.107655082854487e-14	4.480455904883344e-15
32163.	100.	7.601429363641003e-14	4.9008227637712325e-15
32385.	100.	8.727608670384328e-14	5.6268974161221614e-15
85843.	5761.	2.0365508374722944e-14	3.7514653875874677e-16
116557.	2000.	8.033323377528934e-15	1.4797928951040502e-15
