Time	Mag	MagErr	Band	GCN
1815	16.25	0.03	white	23064
11430.5	17.28	0.03	white	23064
1907	16.07	0.14	v	23064
2004	16.58	0.1	b	23064
1980	15.93	0.1	u	23064
1956	16.2	0.17	w1	23064
2017.5	16.6	0.18	m2	23064
2055	16.37	0.19	w2	23064
127800	20	?	R	23067
100177.092 >21.8 ? Unfiltered 23143
185904.839 >20.8 ? Unfiltered 23143
185904.912 >21.4 ? Unfiltered 23143
351752.906 >20.9 ? Unfiltered 23143
351967.977 >20.9 ? Unfiltered 23143
430480.025 >20.8 ? Unfiltered 23143
434629.446 >20.9 ? Unfiltered 23143
519861.097 >20.8 ? Unfiltered 23143
519861.347 >21.1 ? Unfiltered 23143
539530.842 >20.6 ? Unfiltered 23143
603395.120 >20.9 ? Unfiltered 23143
603826.879 >20.8 ? Unfiltered 23143
625089.154 >20.5 ? Unfiltered 23143
708569.225 >20.8 ? Unfiltered 23143
708784.704 >21.1 ? Unfiltered 23143
711586.934 >21.5 ? Unfiltered 23143
782239.565 >20.8 ? Unfiltered 23143
782239.605 >20.8 ? Unfiltered 23143
802661.653 >20.4 ? Unfiltered 23143
813696.096 >20.6 ? Unfiltered 23143
863194.447 >20.9 ? Unfiltered 23143
867247.857 >21.7 ? Unfiltered 23143
952205.042 >20.8 ? Unfiltered 23143
952422.597 >20.9 ? Unfiltered 23143
970954.904 >21.9 ? Unfiltered 23143
1041977.807 >20.8 ? Unfiltered 23143
1042194.517 >20.8 ? Unfiltered 23143
1056926.723 >20.5 ? Unfiltered 23143
1121501.943 >20.9 ? Unfiltered 23143
1147145.570 >20.7 ? Unfiltered 23143
1214069.720 >20.9 ? Unfiltered 23143
1230212.140 >20.6 ? Unfiltered 23143
1304277.192 >22.1 ? Unfiltered 23143
1304277.246 >20.9 ? Unfiltered 23143
1316942.053 >19.8 ? Unfiltered 23143
1347295.504 >21.2 ? Unfiltered 23143
