1.14E+02	4.60E-15	3.79E-16	r	n/a
1.27E+02	5.42E-15	2.98E-16	r	n/a
1.41E+02	5.73E-15	4.73E-16	r	n/a
1.61E+02	5.42E-15	4.47E-16	r	n/a
1.75E+02	3.69E-15	2.03E-16	r	n/a
1.83E+02	4.47E-15	2.46E-16	r	n/a
1.95E+02	4.60E-15	2.53E-16	r	n/a
2.08E+02	3.31E-15	1.82E-16	r	n/a
2.22E+02	3.22E-15	1.77E-16	r	n/a
2.42E+02	2.80E-15	2.31E-16	r	n/a
2.53E+02	2.19E-15	1.20E-16	r	n/a
2.81E+02	2.51E-15	2.07E-16	r	n/a
3.14E+02	2.07E-15	1.14E-16	r	n/a
3.57E+02	1.76E-15	1.45E-16	r	n/a
3.81E+02	1.33E-15	2.94E-16	r	n/a
4.62E+02	1.33E-15	1.47E-16	r	n/a
4.93E+02	1.37E-15	1.51E-16	r	n/a
5.73E+02	8.60E-16	7.09E-17	r	n/a
6.81E+02	8.84E-16	7.29E-17	r	n/a
8.45E+02	6.18E-16	5.10E-17	r	n/a
1.03E+03	4.57E-16	6.28E-17	r	n/a
1.30E+03	4.09E-16	3.38E-17	r	n/a
1.48E+03	5.10E-16	2.80E-17	r	n/a
1.76E+03	4.96E-16	2.73E-17	r	n/a
2.18E+03	4.09E-16	1.24E-16	r	n/a
2.33E+03	4.96E-16	5.46E-17	r	n/a
2.77E+03	3.67E-16	2.02E-17	r	n/a
3.36E+03	2.86E-16	2.36E-17	r	n/a
3.99E+03	2.86E-16	1.57E-17	r	n/a
7.96E+03	1.61E-16	1.33E-17	r	n/a
1.22E+04	1.29E-16	1.06E-17	r	n/a
1.55E+04	1.36E-16	1.12E-17	r	n/a
5.42E+04	7.04E-17	7.75E-18	r	n/a
9.50E+04	2.92E-17	4.02E-18	r	n/a
1.04E+05	3.95E-17	5.44E-18	r	n/a
1.77E+05	1.03E-17	3.39E-18	r	n/a
2.02E+05	1.83E-17	6.54E-18	r	n/a
1.44E+06	3.52E-18	2.90E-19	r	n/a
1.47E+06	4.15E-18	3.42E-19	r	n/a
2.31E+06	3.93E-18	4.32E-19	r	n/a
3.55E+06	2.75E-18	2.27E-19	r	n/a
4.41E+06	2.27E-18	1.87E-19	r	n/a
5.13E+06	2.27E-18	3.74E-19	r	n/a
5.83E+06	2.09E-18	2.29E-19	r	n/a
