time_sec	flux	flux_err	band	logF	logT	mag	mag_err
3348.0	2.855514759199802e-13	4.083800958988916e-14	J	-12.544315590770628	3.5247854493212225	17.7	0.1
8856.0	3.9833772104636746e-14	9.172064984585862e-15	R	-13.399748565630324	3.9472376078706666	21.39	0.25
35604.0	4.1348915276286896e-14	7.720504726099526e-15	i	-13.383535878994193	4.551498792364467	21.3	0.2
3564.0	2.604260412331e-13	3.7244707403699504e-14	J	-12.584315590770627	3.5519376953648374	17.8	0.1
3564.0	1.8872930691175115e-13	5.255947752959836e-14	K	-12.724160654992563	3.5519376953648374	16.4	0.2
6048.0	2.166129461493829e-13	3.0978798283716664e-14	J	-12.664315590770627	3.78161178249315	18.0	0.1
9792.0	1.4985954484813913e-13	3.2107128988885134e-14	J	-12.824315590770627	3.990871404801486	18.4	0.2
63184.0	8.79531573410344e-15	9.72094219081083e-16	R	-14.055748565630322	4.800607116392469	23.03	0.12
65431.0	2.0085644379926495e-14	1.495505780493137e-15	I	-13.69711423084009	4.815783557791304	21.59	0.07
3564.0	2.0539644645330821e-13	3.7681524431471385e-14	H	-12.687407074366147	3.5519376953648374	17.2	0.1
6048.0	1.4209962297309123e-13	2.606924563313041e-14	H	-12.84740707436615	3.78161178249315	17.6	0.1
