time_sec	mag	mag_err	band	source
218844.0	20.22015911139548	0.02	r	manual
218844.0	19.842774691969154	0.02	i	manual
218844.0	19.4380179245919	0.02	Z	manual
218844.0	19.347500367552044	0.02	Y	manual
218844.0	19.075546087518333	0.03	J	manual
218844.0	18.866840893223884	0.03	H	manual
107064.0	19.52015911139548	0.06	r	manual
26280.0	17.07277469196916	0.02	i	manual
177012.42	19.382890640094875	0.04	R	manual
257625.42	19.53289064009488	0.05	R	manual
343360.42	19.702890640094875	0.03	R	manual
429733.42	19.67289064009488	0.03	R	manual
799020.42	19.92289064009488	0.03	R	manual
1557689.42	19.82289064009488	0.06	R	manual
2335443.42	20.32289064009488	0.1	R	manual
73361.42	18.35544733349979	0.16	Rc	manual
1054943.99	19.19289064009488	0.1	R	manual
1227743.99	19.96289064009488	0.13	R	manual
1314143.99	20.53289064009488	0.19	R	manual
85509.42	18.632890640094875	0.05	R	manual
85989.42	18.702890640094875	0.05	R	manual
90669.42	18.74289064009488	0.04	R	manual
95469.42	18.80289064009488	0.05	R	manual
96309.42	18.83289064009488	0.05	R	manual
91209.42	18.28404352851212	0.05	I	manual
91629.42	18.31404352851212	0.05	I	manual
96729.42	18.44404352851212	0.05	I	manual
97149.42	18.46404352851212	0.05	I	manual
