time_sec	flux	flux_err	band	logF	logT	mag	mag_err	source
6480.0	1.2202122817778307e-12	3.8227015941184114e-14	V	-12.28104423024722	3.811575005870593	18.92	0.03	manual
6480.0	1.2207930488242042e-12	5.11385247730681e-14	I	-12.115056286107324	3.811575005870593	17.73	0.04	manual
6480.0	1.440470861733773e-12	1.2546661067614413e-13	J	-11.936514870308256	3.811575005870593	16.46	0.07	manual
6480.0	1.437962183191017e-12	2.0013849929627762e-13	K	-11.882726220864043	3.811575005870593	14.83	0.09	manual
14760.0	4.639117707920491e-13	1.453350611381529e-14	V	-12.70104423024722	4.169086357487023	19.97	0.03	manual
14760.0	5.631732883237535e-13	2.3591100214907683e-14	I	-12.451056286107326	4.169086357487023	18.57	0.04	manual
14760.0	5.949828911287496e-13	5.600132099878632e-14	J	-12.320514870308257	4.169086357487023	17.42	0.08	manual
14760.0	6.276932591255136e-13	8.736362358361262e-14	K	-12.242726220864045	4.169086357487023	15.73	0.09	manual
60769.0	2.0653452817546286e-13	1.9026866743703473e-14	Rc	-12.96899322646882	4.783682089760922	20.3	0.1	manual
60769.0	2.0064898046681496e-13	5.5588128241680364e-14	Ic	-12.900735583602875	4.783682089760922	19.7	0.3	manual
458.0	2.6097533949658945e-11	2.4343582969283193e-12	v	-10.98504423024722	2.660865478003869	15.68	0.1	manual
276.0	7.618999085592382e-12	6.938399235149676e-13	u	-11.773684652441244	2.4409090820652177	18.02	0.08	manual
265.0	3.436352611834651e-12	5.078727536569954e-13	U	-12.044739872609776	2.423245873936808	17.92	0.15	manual
3153.0	2.4374643305023704e-12	2.020488851563009e-13	R	-11.903748565630323	3.4987239707479048	17.65	0.09	manual
4332.0	1.2910357516569576e-12	3.8050811856482215e-13	R	-12.179748565630325	3.636688447953283	18.34	0.32	manual
6094.0	1.0542370355967633e-12	1.6506799282001917e-13	R	-12.267748565630322	3.784902449886655	18.56	0.17	manual
8745.0	8.145884894944656e-13	6.752373526204176e-14	R	-12.379748565630322	3.941759813814696	18.84	0.09	manual
600.0	2.1822234013707448e-11	1.9489978786119624e-12	H	-10.721275244412093	2.7781512503836434	12.69	0.03	manual
2468.0	2.1428009251900216e-12	2.049296878885356e-13	g'	-12.111682358664154	3.392345155361204	18.6	0.1	manual
2468.0	3.5030706630692036e-12	3.2273301847755007e-13	r'	-11.761784120631289	3.392345155361204	17.5	0.1	manual
2468.0	3.2749375449642193e-12	3.063375611902461e-13	i'	-11.712360945222128	3.392345155361204	17.2	0.1	manual
2468.0	3.0026728002850233e-12	2.926622995942921e-13	z'	-11.69175776791982	3.392345155361204	17.0	0.1	manual
2468.0	1.669185016778358e-12	1.8218565443210503e-13	J	-11.872514870308256	3.392345155361204	16.3	0.1	manual
2468.0	1.1347474322545375e-12	1.421666139159905e-13	H	-12.005275244412092	3.392345155361204	15.9	0.1	manual
90053.0	5.3325909220189617e-14	7.85839639300879e-15	R	-13.563748565630323	4.954498185359256	21.8	0.16	manual
2094.0	1.0161042526874553e-11	2.807599806199187e-12	R	-11.283748565630324	3.3209766773428235	16.1	0.3	manual
3870.0	4.4354559350463705e-12	1.2255617660003683e-12	R	-11.643748565630323	3.5877109650189114	17.0	0.3	manual
