T_start(s)	T_end(s)	Midtime(s)	Exp_time(s)	Mag	MagErr	Filter	Telescope	Source
417.	-9.	-9.	66.	17.67	0.03	zz	GROND	kruehler09
574.	-9.	-9.	35.	17.2	0.02	zz	GROND	kruehler09
746.	-9.	-9.	115.	16.91	0.02	zz	GROND	kruehler09
933.	-9.	-9.	35.	16.6	0.02	zz	GROND	kruehler09
1070.	-9.	-9.	71.	16.47	0.01	zz	GROND	kruehler09
1200.	-9.	-9.	35.	16.38	0.01	zz	GROND	kruehler09
1340.	-9.	-9.	35.	16.27	0.01	zz	GROND	kruehler09
1460.	-9.	-9.	35.	16.21	0.01	zz	GROND	kruehler09
1560.	-9.	-9.	35.	16.17	0.01	zz	GROND	kruehler09
1680.	-9.	-9.	35.	16.11	0.01	zz	GROND	kruehler09
1790.	-9.	-9.	35.	16.09	0.01	zz	GROND	kruehler09
1900.	-9.	-9.	35.	16.09	0.01	zz	GROND	kruehler09
2010.	-9.	-9.	35.	16.09	0.01	zz	GROND	kruehler09
2190.	-9.	-9.	115.	16.07	0.01	zz	GROND	kruehler09
2380.	-9.	-9.	115.	16.08	0.01	zz	GROND	kruehler09
2540.	-9.	-9.	35.	16.12	0.01	zz	GROND	kruehler09
2640.	-9.	-9.	35.	16.14	0.01	zz	GROND	kruehler09
2760.	-9.	-9.	35.	16.15	0.01	zz	GROND	kruehler09
2830.	-9.	-9.	35.	16.16	0.01	zz	GROND	kruehler09
2910.	-9.	-9.	35.	16.18	0.01	zz	GROND	kruehler09
2990.	-9.	-9.	35.	16.22	0.01	zz	GROND	kruehler09
3060.	-9.	-9.	35.	16.24	0.01	zz	GROND	kruehler09
3130.	-9.	-9.	35.	16.25	0.01	zz	GROND	kruehler09
3200.	-9.	-9.	35.	16.26	0.01	zz	GROND	kruehler09
3320.	-9.	-9.	35.	16.27	0.01	zz	GROND	kruehler09
3410.	-9.	-9.	35.	16.31	0.01	zz	GROND	kruehler09
4160.	-9.	-9.	115.	16.42	0.01	zz	GROND	kruehler09
4450.	-9.	-9.	115.	16.45	0.01	zz	GROND	kruehler09
4660.	-9.	-9.	115.	16.49	0.01	zz	GROND	kruehler09
5600.	-9.	-9.	115.	16.6	0.01	zz	GROND	kruehler09
5800.	-9.	-9.	115.	16.64	0.01	zz	GROND	kruehler09
6030.	-9.	-9.	115.	16.68	0.01	zz	GROND	kruehler09
6220.	-9.	-9.	115.	16.7	0.01	zz	GROND	kruehler09
6590.	-9.	-9.	115.	16.75	0.01	zz	GROND	kruehler09
6790.	-9.	-9.	115.	16.76	0.01	zz	GROND	kruehler09
6980.	-9.	-9.	115.	16.79	0.01	zz	GROND	kruehler09
7280.	-9.	-9.	115.	16.84	0.01	zz	GROND	kruehler09
7470.	-9.	-9.	115.	16.85	0.01	zz	GROND	kruehler09
7660.	-9.	-9.	115.	16.9	0.01	zz	GROND	kruehler09
7850.	-9.	-9.	115.	16.92	0.01	zz	GROND	kruehler09
8040.	-9.	-9.	115.	16.92	0.01	zz	GROND	kruehler09
8240.	-9.	-9.	115.	16.93	0.01	zz	GROND	kruehler09
8430.	-9.	-9.	115.	16.99	0.01	zz	GROND	kruehler09
8620.	-9.	-9.	115.	17.	0.01	zz	GROND	kruehler09
8810.	-9.	-9.	115.	17.01	0.01	zz	GROND	kruehler09
9080.	-9.	-9.	115.	17.04	0.01	zz	GROND	kruehler09
9270.	-9.	-9.	115.	17.09	0.01	zz	GROND	kruehler09
9460.	-9.	-9.	115.	17.12	0.01	zz	GROND	kruehler09
9650.	-9.	-9.	115.	17.12	0.01	zz	GROND	kruehler09
9850.	-9.	-9.	115.	17.13	0.01	zz	GROND	kruehler09
417.	-9.	-9.	66.	18.62	0.03	gg	GROND	kruehler09
574.	-9.	-9.	35.	18.16	0.02	gg	GROND	kruehler09
746.	-9.	-9.	115.	17.82	0.02	gg	GROND	kruehler09
933.	-9.	-9.	35.	17.51	0.01	gg	GROND	kruehler09
1070.	-9.	-9.	71.	17.39	0.01	gg	GROND	kruehler09
1200.	-9.	-9.	35.	17.3	0.01	gg	GROND	kruehler09
1340.	-9.	-9.	35.	17.16	0.01	gg	GROND	kruehler09
1460.	-9.	-9.	35.	17.12	0.01	gg	GROND	kruehler09
1560.	-9.	-9.	35.	17.07	0.01	gg	GROND	kruehler09
1680.	-9.	-9.	35.	17.04	0.01	gg	GROND	kruehler09
1790.	-9.	-9.	35.	17.02	0.01	gg	GROND	kruehler09
1900.	-9.	-9.	35.	17.	0.01	gg	GROND	kruehler09
2010.	-9.	-9.	35.	17.	0.01	gg	GROND	kruehler09
2190.	-9.	-9.	115.	16.98	0.01	gg	GROND	kruehler09
2380.	-9.	-9.	115.	17.	0.01	gg	GROND	kruehler09
2540.	-9.	-9.	35.	17.01	0.01	gg	GROND	kruehler09
2640.	-9.	-9.	35.	17.04	0.01	gg	GROND	kruehler09
2760.	-9.	-9.	35.	17.04	0.01	gg	GROND	kruehler09
2830.	-9.	-9.	35.	17.06	0.01	gg	GROND	kruehler09
2910.	-9.	-9.	35.	17.07	0.01	gg	GROND	kruehler09
2990.	-9.	-9.	35.	17.1	0.01	gg	GROND	kruehler09
3060.	-9.	-9.	35.	17.11	0.01	gg	GROND	kruehler09
3130.	-9.	-9.	35.	17.12	0.01	gg	GROND	kruehler09
