time_sec	flux	flux_err	band	source
20101.7	1.4950595439835526e-13	1.3630496647269912e-14	r	nissim
20202.3	1.542946578480328e-13	1.2588395130497137e-14	r	nissim
20295.3	1.518231821179492e-13	1.24780595061428e-14	r	nissim
20398.4	1.6532848638940443e-13	1.4188094446193612e-14	r	nissim
20491.7	1.658607747671631e-13	1.3987691854633923e-14	r	nissim
20595.4	1.587042253990134e-13	1.2627484355277236e-14	r	nissim
20701.9	1.8376029937503934e-13	1.2529059410726776e-14	r	nissim
20808.0	1.6421593209544947e-13	1.433626026574382e-14	r	nissim
20904.3	1.820442180353395e-13	1.3918225683793906e-14	r	nissim
21024.5	1.5425998674991807e-13	1.3462405299131632e-14	r	nissim
21127.3	1.6656865913734764e-13	1.326749341468245e-14	r	nissim
21230.8	1.5360172384144364e-13	1.3728340201836993e-14	r	nissim
21333.1	1.784410991524582e-13	1.4453249038073194e-14	r	nissim
21459.7	1.9123090913277333e-13	1.382474650032075e-14	r	nissim
21553.0	1.4886208232169384e-13	1.313747060367717e-14	r	nissim
21653.8	1.5468567248435476e-13	1.5669101413561518e-14	r	nissim
20877.75	1.6383432256365847e-13	3.522097650194831e-15	r	nissim
20101.8	3.004130011223661e-13	1.482126182274672e-14	i	nissim
20202.3	2.572119393319591e-13	1.369940640308691e-14	i	nissim
20295.4	2.7710344428111096e-13	1.3654640751222807e-14	i	nissim
20398.4	3.137905958953298e-13	1.5126192624514826e-14	i	nissim
20491.8	2.8285139430296736e-13	1.4723691633459924e-14	i	nissim
20595.5	2.7993469230625917e-13	1.3254336437859215e-14	i	nissim
20702.0	2.6460516908596327e-13	1.373971207966238e-14	i	nissim
20808.1	2.722841265920266e-13	1.4858174970663193e-14	i	nissim
20904.4	3.007931376209339e-13	1.4253404320403318e-14	i	nissim
21024.6	2.6969638418717097e-13	1.407841699281355e-14	i	nissim
21127.4	2.6861033835883526e-13	1.4040541964781197e-14	i	nissim
21230.9	2.8230171980772677e-13	1.4718963262930397e-14	i	nissim
21333.2	2.876271803962031e-13	1.502227274106022e-14	i	nissim
21459.8	2.477640685106362e-13	1.4657987282870583e-14	i	nissim
21553.1	2.654199260989543e-13	1.423249479149725e-14	i	nissim
21653.8	2.8431274205333694e-13	1.6343384269760642e-14	i	nissim
20877.8	2.750157231306861e-13	4.376625106631782e-15	i	nissim
20108.05	2.854223696381048e-13	2.7864706746414994e-14	Z	nissim
20406.05	2.5285922785888296e-13	2.6965800583089816e-14	Z	nissim
20501.05	2.4602430148395864e-13	2.7181267088367094e-14	Z	nissim
20817.05	2.356505227071166e-13	2.8008479634503524e-14	Z	nissim
20916.05	2.7200469943786715e-13	2.7702492060389067e-14	Z	nissim
21242.05	2.250811925033779e-13	2.917403717456516e-14	Z	nissim
21342.1	2.352372032602438e-13	2.6956397910964546e-14	Z	nissim
20886.6	2.4353804051728186e-13	1.2023930972141599e-14	Z	nissim
20603.05	2.510798091644411e-13	4.6058116986456735e-14	Y	nissim
20886.6	2.545154729639191e-13	1.8621554862926095e-14	Y	nissim
20406.05	2.862672788578172e-13	4.276146262857577e-14	J	nissim
20890.6	2.233605702904552e-13	1.5959267749723697e-14	J	nissim
20890.6	1.7548361702817983e-13	1.4484475711797535e-14	H	nissim
