time_sec	flux	flux_err	band	logF	logT	mag	mag_err
606.0	9.704111317507437e-12	9.868971787708447e-13	v	-11.01304423024722	2.782472624166286	15.75	0.11
389.0	9.16886012779229e-12	4.4773496900205375e-13	u	-11.037684652441243	2.5899496013257077	16.18	0.04
25141.0	4.615847312509688e-13	2.1256762426642873e-14	R	-12.335748565630324	4.400382548045429	18.73	0.05
26079.0	5.251113849905774e-13	3.385518212274131e-14	R	-12.279748565630323	4.41629093434484	18.59	0.07
27925.0	5.155270220708745e-13	3.323725540956823e-14	R	-12.287748565630324	4.445993181787647	18.61	0.07
39456.0	3.5665756021424024e-13	2.6279500206493942e-14	R	-12.447748565630324	4.596113054915637	19.01	0.08
41799.0	2.755823723051459e-13	2.2843867045023506e-14	R	-12.559748565630322	4.6211658918306115	19.29	0.09
45570.0	3.135100262262854e-13	2.8875340515712685e-14	R	-12.503748565630323	4.658679028582449	19.15	0.1
135.0	1.7791635779971574e-11	3.2853733040590753e-13	r'	-10.749784120631288	2.130333768495006	14.97	0.02
34524.0	4.968799063343451e-13	2.2882165306674815e-14	R	-12.303748565630322	4.53812110793795	18.65	0.05
34880.0	4.448887608413541e-13	2.458546149009348e-14	R	-12.351748565630324	4.542576476260529	18.77	0.06
35236.0	4.531598604350709e-13	2.5042539345145355e-14	R	-12.343748565630323	4.546986601314178	18.75	0.06
37368.0	3.983377210463683e-13	2.2012955963006116e-14	R	-12.399748565630324	4.572499854279727	18.89	0.06
45072.0	4.745166266923245e-13	4.370459643998268e-14	R	-12.323748565630323	4.6539068296416986	18.7	0.1
19440.0	5.811007478680254e-13	5.352135678274428e-14	R	-12.235748565630324	4.288696260590256	18.48	0.1
20556.0	5.014774795014489e-13	4.6187782750890536e-14	R	-12.299748565630324	4.312938609013135	18.64	0.1
37151.0	1.0772528241943052e-13	1.3989636016208113e-14	g'	-12.967682358664153	4.569970508234867	20.74	0.14
37151.0	3.9719774436815163e-13	2.927034830586023e-14	Rc	-12.400993226468819	4.569970508234867	18.88	0.08
37151.0	4.278232833377372e-13	3.973972808155939e-14	Ic	-12.368735583602879	4.569970508234867	18.37	0.1
