Tstart(s)          Tend(s)      Tmid(s)  ErrorTime(s)  Exposure(s)    Filter       Magnitude    ErrorMagnitude      ErrMag+   ErrMag-    Sigma     Telescope           ReferenceUpperL  Calib   Galactic Extiction   Host     Corrected? Notes  
           -9.0            -9.0           228.0    -9.000    60.000 KS   16.730   0.1000  -9.0000  -9.0000  -9.0000 GROND guidorzi09 0 AB  0.006  0.000 0 E(B-V)=0.017
           -9.0            -9.0           336.0    -9.000    60.000 KS   16.470   0.1000  -9.0000  -9.0000  -9.0000 GROND guidorzi09 0 AB  0.010  0.000 0 E(B-V)=0.017
           -9.0            -9.0           448.0    -9.000    60.000 KS   16.560   0.1000  -9.0000  -9.0000  -9.0000 GROND guidorzi09 0 AB  0.010  0.000 0 E(B-V)=0.017
           -9.0            -9.0           559.0    -9.000    60.000 KS   16.420   0.1000  -9.0000  -9.0000  -9.0000 GROND guidorzi09 0 AB  0.010  0.000 0 E(B-V)=0.017
           -9.0            -9.0           667.0    -9.000    60.000 KS   16.570   0.1000  -9.0000  -9.0000  -9.0000 GROND guidorzi09 0 AB  0.010  0.000 0 E(B-V)=0.017
           -9.0            -9.0           768.0    -9.000    60.000 KS   16.460   0.1000  -9.0000  -9.0000  -9.0000 GROND guidorzi09 0 AB  0.010  0.000 0 E(B-V)=0.017
           -9.0            -9.0           871.0    -9.000    60.000 KS   16.450   0.1000  -9.0000  -9.0000  -9.0000 GROND guidorzi09 0 AB  0.010  0.000 0 E(B-V)=0.017
           -9.0            -9.0           972.0    -9.000    60.000 KS   16.550   0.1000  -9.0000  -9.0000  -9.0000 GROND guidorzi09 0 AB  0.010  0.000 0 E(B-V)=0.017
           -9.0            -9.0          1317.0    -9.000   120.000 KS   16.450   0.1000  -9.0000  -9.0000  -9.0000 GROND guidorzi09 0 AB  0.010  0.000 0 E(B-V)=0.017
           -9.0            -9.0          1504.0    -9.000   120.000 KS   16.530   0.1000  -9.0000  -9.0000  -9.0000 GROND guidorzi09 0 AB  0.010  0.000 0 E(B-V)=0.017
           -9.0            -9.0          1690.0    -9.000   120.000 KS   16.770   0.1000  -9.0000  -9.0000  -9.0000 GROND guidorzi09 0 AB  0.010  0.000 0 E(B-V)=0.017
           -9.0            -9.0          2920.0    -9.000  1200.000 KS   17.080   0.1000  -9.0000  -9.0000  -9.0000 GROND guidorzi09 0 AB  0.010  0.000 0 E(B-V)=0.017
           -9.0            -9.0          4736.0    -9.000  1200.000 KS   17.620   0.1000  -9.0000  -9.0000  -9.0000 GROND guidorzi09 0 AB  0.010  0.000 0 E(B-V)=0.017
           -9.0            -9.0         85868.0    -9.000  9960.000 KS   20.930   0.1300  -9.0000  -9.0000  -9.0000 GROND guidorzi09 0 AB  0.010  0.000 0 E(B-V)=0.017
           -9.0            -9.0        172013.0    -9.000  5160.000 KS   20.370 100.0000  -9.0000  -9.0000  -9.0000 GROND guidorzi09 1 AB  0.010  0.000 0 E(B-V)=0.017
           -9.0            -9.0        254200.0    -9.000  4800.000 KS   20.490 100.0000  -9.0000  -9.0000  -9.0000 GROND guidorzi09 1 AB  0.010  0.000 0 E(B-V)=0.017
