78000	22.2	0.2	R	9458
22.08	17.13	0.25	Unfiltered	9478
57.9	16.3	0.1	Unfiltered	9478
84.5	16.6	0.13	Unfiltered	9478
133.21	16.87	0.11	Unfiltered	9478
414.65	17.31	0.09	Unfiltered	9478
9120	19.2	0	u	9442
5202	19.6	0.15	R	9459
499.8	16.4	0.1	J	9440
499.8	15.4	0.1	H	9440
499.8	15	0.1	Ks	9440
9417	19.7	0	u	9441
634	17.69	0.29	v_swift	9450
560	18.6	0.27	b_swift	9450
420	17.46	0.05	u_swift	9450
5835	20.15	0.37	uvw1_swift	9450
8608.5	20.31	0.22	uvm2_swift	9450
11294.5	21.31	0.32	uvw2_swift	9450
241261	22.6	0.2	R	9488
64080	21.6	0	R	9488
76680	22.2	0.2	R	9488
