time_sec	flux	flux_err	band	logF	logT	mag	mag_err
639.0	1.663596795754313e-12	7.520333186934307e-13	v	-11.778951924798784	2.8055008581584002	17.7	0.49
425.0	7.471313394470796e-13	1.7318189294064912e-13	u	-12.126603046132056	2.6283889300503116	19.03	0.23
4920.0	1.6496695336858998e-13	8.201073342422232e-14	u	-12.782603046132056	3.69196510276736	20.67	0.53
42372.0	3.2512591533966605e-14	1.5001676529810584e-14	i'	-13.487948412108162	4.627078963610722	21.6	0.5
44424.0	3.94685738868527e-14	3.6351899949440435e-15	R	-13.403748565630321	4.64761766046451	21.4	0.1
7988.0	1.4220007357154732e-13	8.301062309768677e-15	g'	-12.847100178910692	3.902438056198665	20.5	0.04
7988.0	1.8041499001553547e-13	5.031693615134194e-15	r'	-12.74372738136961	3.902438056198665	19.96	0.03
7988.0	1.8032319259635627e-13	7.185646753363487e-15	i'	-12.74394841210816	3.902438056198665	19.74	0.03
7988.0	1.7611873585493122e-13	1.1008360854396516e-14	z'	-12.754194440480273	3.902438056198665	19.58	0.03
7988.0	9.718176210746004e-14	1.4038564974467822e-14	J	-13.012415230539442	3.902438056198665	19.01	0.11
