Tstart(s)          Tend(s)    ErrorTime(s)  Exposure(s)    Filter       Magnitude    ErrorMagnitude      ErrMag+   ErrMag-    Sigma     Telescope           ReferenceUpperL  LowerL   
  36100.0      -9.0    -9.000 11700.000 Rbe  24.50   0.26  -9.00  -9.00  -9.00 1.5D lipunov07 0 0
  41100.0      -9.0    -9.000   120.000 Rbe  24.00 100.00  -9.00  -9.00  -9.00 VLT lipunov07 1 0
