time_sec	flux	flux_err	band	logF	logT	mag	mag_err
54025.22	1.6196249813883113e-13	4.1843305664247536e-15	r	-12.790585533215415	4.7325965440808035	20.09	0.02
54025.22	1.4896454714214726e-13	2.063385187197443e-14	i	-12.826917079323243	4.7325965440808035	19.85	0.02
54025.22	1.5911600935994452e-13	4.510125437336191e-14	z	-12.79828612188141	4.7325965440808035	19.5	0.1
31040.22	9.059432002287153e-13	4.3732736331965274e-13	u	-12.042899030359084	4.491924790693349	19.14	0.19
31040.22	1.0306257039863885e-12	4.941536148238295e-13	u	-11.986899030359083	4.491924790693349	19.0	0.18
69793.22	2.1532822956974838e-13	1.0024733240248394e-13	u	-12.666899030359083	4.843813235522819	20.7	0.13
105472.22	1.2390846293053688e-13	5.941033163403223e-14	u	-12.906899030359083	5.023138087222244	21.3	0.18
104640.22	9.041727921826554e-14	8.327739171082343e-15	R	-13.043748565630322	5.0196986440601385	20.5	0.1
140425.22	5.880502876995278e-14	2.4141745852979787e-15	r	-13.230585533215416	5.147445112944912	21.19	0.04
140425.22	6.26733516679314e-14	8.776643437138412e-15	i	-13.202917079323242	5.147445112944912	20.79	0.03
140425.22	5.0782476722483045e-14	1.7644446086349667e-14	z	-13.294286121881411	5.147445112944912	20.74	0.24
56883.22	1.6196249813883113e-13	9.418963084968168e-15	r	-12.790585533215415	4.754984172613595	20.09	0.06
141483.22	7.005102055402618e-14	3.46656616553852e-15	r	-13.154585533215416	5.150704935312337	21.0	0.05
36723.22	3.057837953641375e-13	2.87032655577325e-14	r	-12.514585533215415	4.564940754417026	19.4	0.1
38163.22	2.472196121094727e-13	5.6795596332008185e-14	i	-12.606917079323244	4.581645010928134	19.3	0.2
53643.22	1.4226003810079176e-13	3.2682454394317373e-14	i	-12.846917079323243	4.7295148390203465	19.9	0.2
47787.22	1.2893038231536903e-13	2.8014898103911753e-14	g	-12.88964472952704	4.679311766369775	20.76	0.02
47787.22	1.8767847538959426e-13	3.813918026100164e-15	r	-12.726585533215415	4.679311766369775	19.93	0.01
47787.22	1.710341842758997e-13	2.3690831752237706e-14	i	-12.766917079323242	4.679311766369775	19.7	0.02
47787.22	1.6058829166752886e-13	4.315003246861617e-14	z	-12.794286121881411	4.679311766369775	19.49	0.02
47787.22	5.699462084626295e-14	2.864847925699504e-14	J	-13.244166131117407	4.679311766369775	19.24	0.11
47787.22	1.2582400925107657e-14	1.1862482007357918e-14	K	-13.900236480588955	4.679311766369775	18.94	0.08
184673.22	3.1063574902917264e-14	6.29433415657739e-15	R	-13.507748565630322	5.266403921701941	21.66	0.22
