T_start(s)	T_end(s)	Midtime(s)	Exp_time(s)	Mag	MagErr	Filter	Telescope	Source
64.5	69.5	-9.	-9.	16.7	100.	CR	ROTSE	rykoff09
78.6	83.6	-9.	-9.	16.99	0.25	CR	ROTSE	rykoff09
93.1	98.1	-9.	-9.	15.79	0.14	CR	ROTSE	rykoff09
115.	120.	-9.	-9.	17.07	0.38	CR	ROTSE	rykoff09
129.	134.	-9.	-9.	16.96	0.26	CR	ROTSE	rykoff09
151.	156.	-9.	-9.	17.71	0.3	CR	ROTSE	rykoff09
165.	170.	-9.	-9.	17.21	0.21	CR	ROTSE	rykoff09
187.	192.	-9.	-9.	16.6	100.	CR	ROTSE	rykoff09
201.	206.	-9.	-9.	16.68	100.	CR	ROTSE	rykoff09
215.	220.	-9.	-9.	17.44	0.52	CR	ROTSE	rykoff09
230.	250.	-9.	-9.	17.41	0.2	CR	ROTSE	rykoff09
259.	279.	-9.	-9.	17.4	0.24	CR	ROTSE	rykoff09
296.	316.	-9.	-9.	17.08	0.16	CR	ROTSE	rykoff09
325.	345.	-9.	-9.	16.8	0.1	CR	ROTSE	rykoff09
354.	374.	-9.	-9.	17.02	0.15	CR	ROTSE	rykoff09
383.	403.	-9.	-9.	16.78	0.14	CR	ROTSE	rykoff09
420.	440.	-9.	-9.	16.77	0.09	CR	ROTSE	rykoff09
449.	469.	-9.	-9.	16.66	0.1	CR	ROTSE	rykoff09
478.	498.	-9.	-9.	16.74	0.15	CR	ROTSE	rykoff09
516.	536.	-9.	-9.	16.91	0.14	CR	ROTSE	rykoff09
545.	605.	-9.	-9.	16.59	0.1	CR	ROTSE	rykoff09
622.	682.	-9.	-9.	16.7	0.14	CR	ROTSE	rykoff09
692.	752.	-9.	-9.	16.89	0.05	CR	ROTSE	rykoff09
769.	829.	-9.	-9.	16.87	0.14	CR	ROTSE	rykoff09
838.	898.	-9.	-9.	16.71	0.11	CR	ROTSE	rykoff09
907.	967.	-9.	-9.	16.8	0.09	CR	ROTSE	rykoff09
984.	1040.	-9.	-9.	16.96	0.11	CR	ROTSE	rykoff09
1050.	1110.	-9.	-9.	16.8	0.08	CR	ROTSE	rykoff09
1120.	1180.	-9.	-9.	16.83	0.09	CR	ROTSE	rykoff09
1200.	1260.	-9.	-9.	16.91	0.09	CR	ROTSE	rykoff09
1270.	1330.	-9.	-9.	17.04	0.1	CR	ROTSE	rykoff09
1340.	1400.	-9.	-9.	16.86	0.13	CR	ROTSE	rykoff09
1420.	1480.	-9.	-9.	16.86	0.12	CR	ROTSE	rykoff09
1480.	1540.	-9.	-9.	16.86	0.11	CR	ROTSE	rykoff09
1550.	1610.	-9.	-9.	16.94	0.1	CR	ROTSE	rykoff09
1630.	1690.	-9.	-9.	16.9	0.1	CR	ROTSE	rykoff09
1700.	1760.	-9.	-9.	16.96	0.11	CR	ROTSE	rykoff09
1780.	1840.	-9.	-9.	16.98	0.1	CR	ROTSE	rykoff09
1850.	1910.	-9.	-9.	17.18	0.11	CR	ROTSE	rykoff09
1920.	1980.	-9.	-9.	16.93	0.12	CR	ROTSE	rykoff09
1990.	2050.	-9.	-9.	16.87	0.08	CR	ROTSE	rykoff09
2050.	2110.	-9.	-9.	16.96	0.12	CR	ROTSE	rykoff09
2120.	2180.	-9.	-9.	17.08	0.08	CR	ROTSE	rykoff09
2200.	2260.	-9.	-9.	17.1	0.15	CR	ROTSE	rykoff09
2270.	2330.	-9.	-9.	17.06	0.13	CR	ROTSE	rykoff09
2340.	2400.	-9.	-9.	17.16	0.12	CR	ROTSE	rykoff09
2420.	2480.	-9.	-9.	16.83	0.12	CR	ROTSE	rykoff09
2490.	2550.	-9.	-9.	17.14	0.18	CR	ROTSE	rykoff09
