0.000561	19.941486	0.4158286	0.2999383	0.42	2.4274
0.0009653	17.421331	0.9147736	0.4893228	0.42	2.4274
0.0013027	18.240449	0.5085226	0.3449479	0.42	2.4274
0.0014189	18.914048	1.1326901	0.5421893	0.42	2.4274
0.001535	18.37408	0.595146	0.382235	0.42	2.4274
0.0016041	17.484		0.069		0.064		0.42	2.4274
0.001651	17.569258	0.2913765	0.2294956	0.42	2.4274
0.0017488	16.95988	0.23		0.23		0.42	2.4274
0.0017488	17.082		0.04		0.04		0.42	2.4274
0.0017488	17.212		0.1		0.1		0.42	2.4274
0.0017488	17.01856	0.12		0.12		0.42	2.4274
0.001767	17.133901	0.2127032	0.1777814	0.42	2.4274
0.0018607	16.731349	0.0203754	0.0200001	0.42	2.4274
0.001883	16.936506	0.1838637	0.15719	0.42	2.4274
0.001999	16.455266	0.1394832	0.1235868	0.42	2.4274
0.0021968	16.70856	0.09	0.09	0.42	2.4274
0.0021968	16.58988	0.14	0.14	0.42	2.4274
0.0021968	16.642	0.03	0.03	0.42	2.4274
0.0021968	16.882	0.07	0.07	0.42	2.4274
0.002254	16.616665	0.0863752	0.0800072	0.42	2.4274
0.0025589	16.536673	0.2921943	0.2300015	0.42	2.4274
0.0025984	16.350416	0.1448016	0.1277426	0.42	2.4274
0.0026447	16.41988	0.12	0.12	0.42	2.4274
0.0026447	16.512	0.03	0.03	0.42	2.4274
0.0026447	16.522	0.05	0.05	0.42	2.4274
0.0026447	16.64856	0.08	0.08	0.42	2.4274
0.0028529	16.71668	0.0415322	0.0400019	0.42	2.4274
0.0028651	16.429655	0.0203787	0.0200032	0.42	2.4274
0.0029307	16.391346	0.0100941	0.0100011	0.42	2.4274
0.003027	16.553502	0.1740963	0.1499997	0.42	2.4274
0.0030696	16.786657	0.0203702	0.0199951	0.42	2.4274
0.0030891	16.51856	0.08	0.08	0.42	2.4274
0.0030891	16.502	0.03	0.03	0.42	2.4274
0.0030891	16.582	0.06	0.06	0.42	2.4274
0.0030891	16.60988	0.11	0.11	0.42	2.4274
0.0031887	16.45762	0.1547509	0.1354207	0.42	2.4274
