z=   6.0600001e-01 0.
TotalEnergy(erg)    4.0952948016383341e+06    4.5032954340825574e+06
TotalEnergy_common(erg)    6.3896177733220421e+06    7.5421768727411591e+06
Energy1(erg)   -3.1245189815511602e+08   -6.4497413726465774e+08
Energy2(erg)    2.8700650700932587e+06    2.7495246016295247e+07
Energy3(erg)    1.7868326842839043e+06    2.3456702013838221e+06
T_min_T_max    1.4570361089464529e+02    2.1387297551321695e+04
Interval1    1.4570361089464529e+02    0.0000000000000000e+00
Interval2    0.0000000000000000e+00    3.0000000000000000e+03
Interval3    3.0000000000000000e+03    2.1387297551321695e+04
