v 17.568  0.200
b 18.619  0.400
v 17.368  0.500
v 17.468  0.500
v 16.568  0.300
b 19.219  0.400
v 16.468  0.300
v 17.168  0.400
v 16.968  0.400
b 19.419  0.500
b 20.419  0.300
v 18.768  0.200
v 19.668  0.300
v 20.068  0.400
