time_sec	flux	flux_err	band	logF	logT	mag	mag_err	source
20474.0	3.010801228254055e-13	1.109220164183352e-14	R	-12.783748565630324	4.31120269895076	19.85	0.04	manual
21081.0	3.211308911851069e-13	1.1830899247083519e-14	R	-12.755748565630324	4.323891208256881	19.78	0.04	manual
21689.0	2.720708945394239e-13	1.2529327720080651e-14	R	-12.827748565630325	4.336239528754922	19.96	0.05	manual
22297.0	2.745883355313791e-13	1.2645260162092013e-14	R	-12.823748565630323	4.348246433851234	19.95	0.05	manual
23797.0	2.458567206657059e-13	1.1322120400345112e-14	R	-12.871748565630323	4.376522210604112	20.07	0.05	manual
24816.0	2.347913454592925e-13	1.0812541040371644e-14	R	-12.891748565630325	4.39473178046953	20.12	0.05	manual
26039.0	2.4813160489321366e-13	9.141506152444836e-15	R	-12.867748565630322	4.415624301600413	20.06	0.04	manual
27261.0	2.1022389798023312e-13	9.681168273607717e-15	R	-12.939748565630325	4.435541782772181	20.24	0.05	manual
28484.0	1.9529093492149113e-13	7.194783928753533e-15	R	-12.971748565630325	4.454600977097761	20.32	0.04	manual
32794.0	1.842939984455635e-13	8.492304740241946e-15	R_c	-12.990869880563412	4.51579439233202	20.35	0.05	manual
35403.0	1.920811024912205e-13	1.9719358480223988e-14	I_c	-12.89993853478833	4.549040065083469	19.65	0.11	manual
106874.0	2.745883355313791e-13	1.5174312194510415e-14	R	-12.823748565630323	5.028872064143118	19.95	0.06	manual
114884.0	1.5370290809557937e-13	9.909592698060016e-15	R	-13.075748565630322	5.060259548309132	20.58	0.07	manual
