time_sec	flux	flux_err	band	logF	logT	mag	mag_err	source
606.0	1.4645381705909132e-11	1.48941880556419e-12	v	-11.01304423024722	2.782472624166286	15.75	0.11	manual
389.0	1.795029511240451e-11	8.765511430770753e-13	u	-11.037684652441245	2.589949601325708	16.18	0.04	manual
25141.0	6.217514842102917e-13	2.8632713981790816e-14	R	-12.335748565630324	4.400382548045429	18.73	0.05	manual
26079.0	7.073214534388439e-13	4.56026993700086e-14	R	-12.279748565630324	4.41629093434484	18.59	0.07	manual
27925.0	6.944113819674907e-13	4.477035630266469e-14	R	-12.287748565630324	4.445993181787647	18.61	0.07	manual
39456.0	4.804153006037285e-13	3.5398307507724745e-14	R	-12.447748565630324	4.596113054915637	19.01	0.08	manual
41799.0	3.71207575559418e-13	3.0770533076024756e-14	R	-12.559748565630322	4.621165891830612	19.29	0.09	manual
45570.0	4.222958666607569e-13	3.88948866962424e-14	R	-12.503748565630325	4.658679028582449	19.15	0.1	manual
135.0	2.4350049543796814e-11	4.496438872347113e-13	r'	-10.749784120631288	2.130333768495006	14.97	0.02	manual
34524.0	6.692938442751e-13	3.0822120573210465e-14	R	-12.303748565630322	4.53812110793795	18.65	0.05	manual
34880.0	5.992621259631601e-13	3.311644891292861e-14	R	-12.351748565630324	4.542576476260529	18.77	0.06	manual
35236.0	6.104032406930762e-13	3.3732129665643205e-14	R	-12.343748565630325	4.546986601314178	18.75	0.06	manual
37368.0	5.365581929157559e-13	2.965130151675943e-14	R	-12.399748565630324	4.572499854279727	18.89	0.06	manual
45072.0	6.391706591525052e-13	5.886979326574948e-14	R	-12.323748565630323	4.6539068296416986	18.7	0.1	manual
19440.0	7.827387432930755e-13	7.209290248062116e-14	R	-12.235748565630324	4.288696260590256	18.48	0.1	manual
20556.0	6.754867439680016e-13	6.221462828703225e-14	R	-12.299748565630324	4.312938609013135	18.64	0.1	manual
37151.0	1.6955791131292804e-13	2.2019468500446547e-14	g'	-12.967682358664153	4.569970508234867	20.74	0.14	manual
37151.0	5.313614288243862e-13	3.915715614833295e-14	Rc	-12.40099322646882	4.569970508234867	18.88	0.08	manual
37151.0	5.268451849242581e-13	4.893769274693919e-14	Ic	-12.36873558360288	4.569970508234867	18.37	0.1	manual
