T_start(s)	T_end(s)	Midtime(s)	Exp_time(s)	Mag	MagErr	Filter	Telescope	Source
-9.	-9.	2160.	510.	21.	100.	uvw2	UVOT	thoene10
-9.	-9.	40500.	6180.	22.7	100.	uvw2	UVOT	thoene10
-9.	-9.	160000.	2310.	22.1	100.	uvw2	UVOT	thoene10
-9.	-9.	264000.	2210.	22.1	100.	uvw2	UVOT	thoene10
-9.	-9.	340000.	1780.	21.9	100.	uvw2	UVOT	thoene10
-9.	-9.	2060.	471.	20.6	100.	uvm2	UVOT	thoene10
-9.	-9.	77400.	3320.	22.	100.	uvm2	UVOT	thoene10
-9.	-9.	161000.	2310.	21.8	100.	uvm2	UVOT	thoene10
-9.	-9.	264000.	2210.	21.7	100.	uvm2	UVOT	thoene10
-9.	-9.	341000.	1780.	21.6	100.	uvm2	UVOT	thoene10
-9.	-9.	2130.	490.	20.9	100.	uvw1	UVOT	thoene10
-9.	-9.	82500.	1030.	21.4	100.	uvw1	UVOT	thoene10
-9.	-9.	161000.	2310.	21.9	100.	uvw1	UVOT	thoene10
-9.	-9.	264000.	2190.	21.9	100.	uvw1	UVOT	thoene10
-9.	-9.	341000.	1780.	21.7	100.	uvw1	UVOT	thoene10
-9.	-9.	2200.	490.	21.	100.	u	UVOT	thoene10
-9.	-9.	129000.	40.1	19.3	100.	u	UVOT	thoene10
-9.	-9.	161000.	2170.	21.9	100.	u	UVOT	thoene10
-9.	-9.	264000.	2210.	21.9	100.	u	UVOT	thoene10
-9.	-9.	341000.	1770.	21.8	100.	u	UVOT	thoene10
-9.	-9.	1060.	58.1	18.27	0.16	b	UVOT	thoene10
-9.	-9.	3390.	216.	18.71	0.11	b	UVOT	thoene10
-9.	-9.	8120.	180.	19.52	0.21	BJ	MAO	thoene10
-9.	-9.	8550.	180.	19.56	0.14	BJ	MAO	thoene10
-9.	-9.	9180.	180.	19.43	0.14	BJ	MAO	thoene10
-9.	-9.	9440.	180.	19.5	0.11	BJ	MAO	thoene10
-9.	-9.	9870.	900.	19.55	0.18	BJ	MAO	thoene10
-9.	-9.	20100.	100.	20.13	0.07	BJ	RTT150	thoene10
-9.	-9.	20600.	100.	20.32	0.08	BJ	RTT150	thoene10
-9.	-9.	21200.	100.	20.32	0.08	BJ	RTT150	thoene10
-9.	-9.	23100.	300.	20.39	0.06	BJ	RTT150	thoene10
-9.	-9.	25000.	300.	20.64	0.07	BJ	RTT150	thoene10
-9.	-9.	26900.	300.	20.65	0.07	BJ	RTT150	thoene10
-9.	-9.	28800.	300.	20.84	0.09	BJ	RTT150	thoene10
-9.	-9.	95500.	900.	22.07	0.1	BJ	RTT150	thoene10
-9.	-9.	101000.	900.	22.01	0.08	BJ	MAO	thoene10
-9.	-9.	113000.	900.	22.25	0.15	BJ	RTT150	thoene10
-9.	-9.	129000.	31.	19.5	100.	b	UVOT	thoene10
-9.	-9.	161000.	1910.	22.1	100.	b	UVOT	thoene10
-9.	-9.	185000.	2880.	23.29	0.07	BJ	MAO	thoene10
-9.	-9.	203000.	900.	23.1	0.08	BJ	NOT	thoene10
-9.	-9.	264000.	1810.	22.1	100.	b	UVOT	thoene10
-9.	-9.	271000.	2700.	24.2	0.12	BJ	MAO	thoene10
-9.	-9.	341000.	1540.	22.	100.	b	UVOT	thoene10
-9.	-9.	323000.	660.	23.95	0.02	gg	Keck	thoene10
-9.	-9.	421000.	660.	24.48	0.12	gg	Keck	thoene10
-9.	-9.	186.	10.	16.61	0.28	v	UVOT	thoene10
-9.	-9.	196.	10.	16.54	0.19	v	UVOT	thoene10
-9.	-9.	206.	10.	16.48	0.18	v	UVOT	thoene10
-9.	-9.	216.	10.	16.66	0.2	v	UVOT	thoene10
-9.	-9.	226.	10.	16.83	0.21	v	UVOT	thoene10
-9.	-9.	236.	10.	17.	0.23	v	UVOT	thoene10
-9.	-9.	246.	10.	16.71	0.2	v	UVOT	thoene10
-9.	-9.	256.	10.	15.94	0.14	v	UVOT	thoene10
-9.	-9.	266.	10.	16.35	0.17	v	UVOT	thoene10
-9.	-9.	276.	10.	16.61	0.19	v	UVOT	thoene10
-9.	-9.	286.	10.	16.94	0.22	v	UVOT	thoene10
-9.	-9.	296.	10.	16.67	0.2	v	UVOT	thoene10
-9.	-9.	306.	10.	17.2	0.26	v	UVOT	thoene10
-9.	-9.	316.	10.	17.14	0.25	v	UVOT	thoene10
-9.	-9.	326.	10.	17.57	0.3	v	UVOT	thoene10
